DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq29701,-259.9386637129422,-290.28287338875896,-258.55755547167087,-281.24029363218847,-274.6844146344788,-269.2982147778039,-272.4939871815979,-252.3895642890974,-275.61724594298795,-298.71348807065,-293.82129099587866,-289.5392790620311,-313.34476822735274,-297.46522893602156,-279.0172342205285,-334.83084705864394,0,-330.3753973295918,-289.482188820112,-250.5247365851101,-285.54105720870604,-293.27861659999604,-293.3890887783892,-281.4518507991622,0,-346.9863731739667,0,0,0,-353.1723895132702,0,0,-279.782011961396
seq29702,-253.36557177362587,-245.59021626710373,-248.0109276531308,-217.18741013743644,-255.06531525318016,-263.10306753275376,-232.82185593959738,-251.3740026684726,-262.2266689089856,-235.91833828371134,-270.83738579226764,-280.638951663101,-298.9774157127724,-233.3668713113242,-259.24764636371435,-284.6816624424061,0,-266.7170772439741,-227.24310521275254,-248.12095104289975,-244.61838998272933,-258.5213316607335,-254.87236141987802,-235.3358084773715,0,-281.8344964026018,0,0,0,-291.9240863891761,0,0,-234.47590251431723
seq29703,-250.6710274291354,-263.55769042516897,-261.2437943472985,-280.3972539261099,-257.37829686875455,-267.1919022838937,-255.85832628338358,-263.04044564198614,-267.3474516166502,-283.35424861264454,-303.731284471685,-271.578597255599,-282.5548091919011,-282.70575456975143,-274.3116691447282,-312.49702343582817,0,-314.79227746912295,-282.81317367199114,-269.1904829812699,-268.1221371554212,-278.8094714839548,-287.3614392476238,-273.7310515527958,0,-329.8909964690212,0,0,0,-342.6313266995126,0,0,-286.57819874367374
seq29704,-228.19619488644665,-221.26207711038205,-235.89169212391818,-221.60422818242782,-231.8744788352518,-246.41633688864957,-230.78370393268872,-229.74773269031147,-238.52745468506836,-217.8627363956234,-258.01762087267883,-255.9110305589265,-265.9320608916437,-229.29813855551583,-230.2538464478528,-255.24577670892575,0,-260.86038714064955,-230.80316340550795,-226.21057400338088,-228.11759310209146,-231.2115352693379,-212.96129969387619,-222.60752864063414,0,-274.5795420658562,0,0,0,-289.0593711616237,0,0,-229.38397040375952
seq29705,-242.70949952262197,-234.61368677418858,-238.64868343493697,-227.01764045687997,-238.06770260425486,-252.67679740013082,-236.79671304666132,-234.2796008712114,-237.02850157030056,-221.91689422614934,-248.79635096886577,-244.46945227677915,-229.79129084341372,-245.53296564724633,-249.2836930299513,-232.38336566526553,0,-190.3826253851996,-236.23064333309821,-233.15280801170007,-230.21784131573938,-222.36035066045417,-229.72964722191892,-230.46454986089643,0,-251.09059503041684,0,0,0,-225.56971970084209,0,0,-206.23643780758914
seq29706,-285.22379637874394,-293.35870669716024,-280.4327010330138,-274.41446253166714,-283.1574538994462,-291.50815048079323,-277.63980391180905,-276.93037632598083,-294.1980183762712,-281.76248682299354,-307.7606300233744,-310.8311130902879,-334.38009352402196,-297.4543828033526,-290.0715460345443,-323.92564291388976,0,-300.5808765674698,-277.8487587136048,-275.1012038730553,-279.91393575367056,-292.26179474896367,-286.79134127632545,-279.95521586587006,0,-308.9906225581126,0,0,0,-318.1268836337632,0,0,-257.98962309804534
seq29707,-245.03669787463502,-275.4156537949305,-253.51243541314884,-276.76189807513055,-264.3161855397641,-263.3209102339231,-263.6490034879872,-249.76056777065517,-270.09725810993046,-287.30681928947666,-283.7567499805231,-263.70852959467584,-297.77231585422913,-282.35566657432486,-267.0773706063675,-312.4027456534934,0,-322.87519539527335,-286.1577246298183,-248.497173184192,-268.08622267357487,-274.4504701648664,-277.6186084773972,-273.2244145853449,0,-336.4944480854917,0,0,0,-352.31545290487736,0,0,-280.4499112372106
seq29708,-250.00963334092427,-244.4737041493948,-249.77925576991558,-236.02752714621323,-249.13613461407516,-262.26710334845336,-247.13055161139826,-250.00104751819651,-247.9511847487991,-227.76276227392094,-264.28931529416946,-255.85743286711332,-232.8037432341051,-252.56141035676586,-260.41754772925935,-235.70762134066516,0,-185.09724780108098,-239.64156154291499,-241.3371902903608,-230.56083185854496,-231.222110601803,-239.7243771881613,-239.44463842735428,0,-254.32924618946257,0,0,0,-235.87606078127598,0,0,-225.53921191398044
seq29709,-222.1215064883692,-210.63775879168884,-224.40978563263633,-216.65883085127368,-224.4689273506928,-228.48823721999784,-220.2852380187232,-226.70856850596678,-230.79952493289596,-214.24572902641572,-241.0385326772477,-235.94788630617805,-246.93377633105982,-230.23133772210363,-236.80530914886913,-226.74551929932755,0,-236.1300413747644,-219.44696094056718,-222.32234673468858,-207.24326195225524,-216.98222971572633,-208.0824928588843,-213.48403616499675,0,-260.8652267945371,0,0,0,-272.9174574177958,0,0,-220.94287333333503
seq29710,-248.48973013047157,-263.5653507902262,-253.57134231219692,-273.4168403849643,-257.0368681289219,-266.74141307749676,-262.1987722650285,-249.45993392034418,-252.90940630349098,-285.1497455809166,-289.0803560456508,-236.27084377319449,-252.93767941952413,-286.56990284255096,-265.2413093091218,-258.8841632651729,0,-281.6709730395274,-283.5378798113343,-243.27195908223337,-261.70239256871946,-218.97476497450424,-269.69461259239705,-271.5440013035228,0,-320.3912998304678,0,0,0,-299.9414917445689,0,0,-273.09897408880374
seq29711,-237.04032961147652,-244.46568772965713,-244.05120481678145,-233.79814951790934,-251.64273968080312,-239.1176988179849,-233.04988756644184,-243.94503125937445,-252.86933166917618,-239.64264527263208,-257.72121437445537,-266.0309580836517,-284.6172204286055,-245.31109337639435,-258.5053701136048,-273.8881982705079,0,-269.087607497451,-240.02882189997575,-248.5943114774735,-235.9620164095248,-247.06523731304188,-240.549395861401,-232.3526259214703,0,-293.529977080571,0,0,0,-299.1085549776615,0,0,-241.02148613815402
