DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq15301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-281.36455964617693,-271.9585815427313,-288.04591967052977,-265.7688993772096,-267.74317446213325,-273.87170534955544,-268.23641223623815,-281.9671833870621,0
seq15302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-259.8123296384865,-249.28479296720565,-273.00731339108546,-244.690494271982,-251.83647119502223,-250.4917408580766,-242.85239807321997,-266.5066389058254,0
seq15303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250.8409222170997,-237.33452924589983,-261.8838332447,-228.793299685419,-238.3609983363504,-239.40000287236614,-228.47162185132964,-249.37549202449497,0
seq15304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-316.7502831069832,-304.55864695611336,-319.9614940429253,-315.2161936451761,-297.313872469094,-304.64938240066374,-307.34109748546126,-312.28829269071616,0
seq15305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-271.5001691366969,-268.8778480000688,-280.7704592550202,-281.7526253144574,-268.32646416116404,-266.6983087417934,-268.0662687956611,-273.81967342130264,0
seq15306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-335.77747161782327,-333.8342671456745,-334.5841780471986,-333.46239734641625,-322.0074193491186,-323.03635934949847,-325.2039468637048,-333.3623025271485,0
seq15307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-359.2828440101413,-353.9632740703461,-359.62083776115264,-354.19916773242846,-347.4047580996129,-353.206069903839,-356.018250540146,-363.5032418303543,0
seq15308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-301.4499400189351,-291.9155286895662,-308.0121053978858,-273.7806565500521,-282.87384953031676,-284.4523821847043,-278.960517406103,-298.77079709916256,0
seq15309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-288.0291576547789,-283.13771608922974,-286.63870523203576,-292.0956666784901,-277.6027555263564,-282.72101968632995,-287.46029515229014,-285.80872074352004,0
seq15310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-304.6207976403442,-294.80431445273433,-309.9669026401141,-298.19622541940987,-282.4824369097983,-291.9040137219281,-292.843331215309,-305.3434666076993,0
seq15311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-217.67836160181471,-210.93290044061897,-250.92870021612444,-241.63100837311595,-226.8133662195533,-207.76835090437336,-239.59080717198952,-204.73701350471578,0
seq15312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-256.0836847256278,-249.43060325948747,-268.869885530235,-259.0564834473704,-242.45015988981413,-255.0060229007211,-246.5554555975488,-263.2637944681699,0
seq15313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-293.7156557285883,-286.3440714301356,-304.6461753808733,-296.0239459055896,-283.81440101944935,-285.7738538439886,-286.57713361279195,-292.96514440859886,0
seq15314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-255.75142985812235,-243.32280111128208,-274.70166433524514,-232.7635183189882,-242.20028000997195,-245.11126471768532,-231.46412292098492,-256.35574464043594,0
seq15315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-203.1649241411913,-201.35979436581266,-225.49544765531067,-238.19684833989288,-216.51252350435269,-198.18946222511912,-231.20976885095274,-189.20470493987503,0
seq15316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-330.37479193385155,-330.1891539399306,-325.67904132998837,-335.48763477328663,-322.7299661887018,-328.13884326307857,-334.5119903414894,-330.7569283581805,0
seq15317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-327.28449946755984,-314.5133399414028,-331.85275305665937,-300.5588200062023,-309.21169891153676,-312.7965257431916,-308.2446931819993,-329.384382119207,0
seq15318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-299.299980383782,-289.9101104055392,-298.6648550569952,-292.4109572965248,-282.4959654259254,-287.9601393362508,-283.2147442656452,-294.59377013623987,0
seq15319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-564.4439382257962,-559.2064545616946,-554.238758432854,-555.4551545148577,-549.453172084129,-557.5809994023451,-555.1333336230962,-568.5120086956808,0
seq15320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-342.03413935859083,-335.0273592763005,-339.4620776314579,-343.80170589500574,-327.21396093400483,-333.46867757250584,-338.1487184466639,-340.47699173442004,0
seq15321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-275.93815357869767,-267.5074044840397,-280.8470584495641,-278.42564546370477,-268.9124490711969,-267.22011672259157,-270.1864706690577,-273.0516118132886,0
seq15322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-259.67455845425604,-256.59556125140483,-262.05229286572495,-263.7056344102023,-248.6747911824755,-255.57832957442903,-251.4045253031532,-264.7167090623566,0
seq15323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-332.57384591637265,-325.27839304396247,-331.5683217285048,-323.1554895672618,-315.29137609708766,-325.8198694807156,-320.0037490858433,-332.9953647775396,0
seq15324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-237.12005409008623,-226.7480522601827,-271.1697164985239,-212.0547785763065,-209.39059556512638,-228.8995804563295,-206.17990243440997,-240.4731878300871,0
seq15325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-338.04999579878745,-327.0366657137511,-334.3594817770199,-329.0593104185278,-315.57912634453163,-328.9942481069254,-325.15038988791395,-335.0038478320954,0
seq15326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-237.15483023895482,-227.15052035000443,-254.0275228980085,-231.87329328048062,-224.75182924585508,-224.17267602630616,-221.39186291294058,-231.27035131710454,0
seq15327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-357.86079322948507,-348.1319962940199,-358.66969837362086,-342.27693399142004,-335.92976756608454,-337.251575916544,-341.22857527402937,-350.39175888013773,0
seq15328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-298.73041704748243,-287.61857817685376,-298.09991744029696,-287.0098578447774,-277.04406043998233,-287.8718827460339,-276.7192952004994,-297.686044691913,0
seq15329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-232.4965171075671,-216.08580855557204,-255.45253362313525,-211.06667192197665,-220.36494281237697,-216.28324791146633,-214.44232877106242,-230.70361354770776,0
seq15330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-276.2988123874885,-269.1144991741088,-287.50846504075946,-270.767478868733,-260.19517782676417,-261.9742295758841,-265.7368469339465,-272.59522765329757,0
seq15331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-290.94397524618597,-278.07056045120487,-289.10279464794866,-276.8728901764916,-270.35431966302025,-274.36446587823787,-272.6040765278889,-283.3131181384681,0
seq15332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-295.55529107412497,-290.5242056045505,-305.9846867023816,-293.7417846910941,-280.09445236804635,-287.4003079294661,-290.6576011929576,-296.5121315052463,0
seq15333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-254.19006180143398,-242.84866489580494,-256.2107344661745,-257.6619602979924,-240.88246712177707,-246.61175213454757,-243.2608976337726,-253.0272125661421,0
seq15334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-315.85700727948455,-312.58219950111885,-314.3914221598809,-316.6291117349848,-305.3751657384869,-307.74917601572935,-309.22606242684685,-313.0173230255108,0
seq15335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-263.3139758983106,-258.9558988558851,-267.98191735690136,-263.02040273282563,-254.69444392643655,-257.6044959301105,-257.4813469415036,-266.4226082778092,0
seq15336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331.73219733567004,-324.41640183116516,-322.60392130565543,-319.82028506514087,-310.9505913865831,-318.376802893252,-316.84934639052756,-329.84011467600874,0
seq15337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-284.38661568377444,-274.888061173238,-291.59980347653305,-280.09813181294373,-261.2089005860723,-276.1457094698463,-273.23124271266187,-283.8409992788668,0
seq15338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-265.7761255729164,-256.6856485759335,-265.797536381657,-264.74639024182284,-247.2830352271494,-252.2882327348369,-261.4562148011642,-258.63548278778404,0
seq15339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-257.0580062155824,-250.95610395394323,-267.7826201817104,-251.53553811736398,-238.48149126314885,-253.2882523364412,-242.9218995261463,-261.67847836209626,0
seq15340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-311.1346266246354,-305.3863157369641,-318.17215689073794,-311.4858506608009,-298.4642286847149,-306.15850439763346,-307.0193341348695,-314.416853201723,0
seq15341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-301.32775978389867,-296.7576096312217,-310.9537810593794,-305.89130837147144,-289.621718831936,-292.81176204805513,-295.9782821711092,-301.29455059095085,0
seq15342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-252.3469991297383,-240.81540468959943,-247.280341443474,-247.19022685455735,-234.86683274611653,-237.4783258492468,-235.94171110330632,-244.54836110612362,0
seq15343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-322.2760316177091,-315.78496378252487,-320.6693070420402,-314.5825279789251,-308.3916750181745,-308.999758685486,-309.78118348104795,-318.5932640090258,0
seq15344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-296.3851527128352,-290.9933883242324,-306.59624498903514,-291.73380909521876,-278.4808262964346,-290.3794677179769,-290.8958304011937,-297.5671948121509,0
