DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq9001,-266.9985667635229,-262.04009052856827,-271.61227830903766,-252.67334325375344,-266.36335755116494,-284.1893325344914,-263.3903078315063,-267.92184611371,-261.4588358590018,-252.13779114705798,-283.3540691061737,-271.7604504701127,-258.78596461761106,-266.74399890826777,-273.84984200883014,-251.50490651337387,0,-212.6286153944293,-253.97023820965364,-262.0326416737305,-250.36980266504503,-254.99084240176222,-256.1808193295361,-257.96175033619437,0,-256.78889505799106,0,0,0,-246.55893998044465,0,0,-242.29446731958495
seq9002,-235.10337979800377,-225.07947901945408,-238.21501128703633,-220.9817223552286,-231.3737997257784,-242.11256787107683,-228.49005090535542,-231.01599449118447,-234.6421263331054,-220.99735339034186,-245.5510413745918,-249.12624296699386,-264.23564690674226,-236.51006343405115,-250.71449801002242,-230.00075652746833,0,-251.07434979002485,-228.78477193740184,-229.1856986906729,-220.7599868674004,-226.29306777784143,-223.09902797932324,-219.8626358218477,0,-273.1182807302162,0,0,0,-277.8814842763336,0,0,-232.92610256594563
seq9003,-251.32220451084478,-247.67867719678395,-249.9713008599725,-243.97471169352897,-255.57118655791353,-255.14161026828904,-248.29306437386157,-246.81448019138637,-265.7645202502928,-260.65880782156324,-260.60952746979245,-263.7929064858287,-294.5991320331902,-244.1019691122444,-272.5880199599068,-280.32332863206625,0,-289.8925584358204,-262.68526729516674,-256.6692759428879,-242.86117883010152,-255.83847696301044,-261.095547824113,-248.66734573914073,0,-302.0825253897487,0,0,0,-309.4128339683339,0,0,-260.5424364197604
seq9004,-257.08519401139,-282.695490679742,-259.82044524846907,-288.4607130676526,-284.78460599507514,-265.072979939044,-258.62314262346473,-270.85908026252594,-290.37636912721035,-291.6275935611153,-309.0965419136483,-297.12844922634383,-313.2148874032098,-303.1896472383888,-273.2028236685734,-325.6790756915032,0,-327.4418197126862,-289.7459265917505,-267.07486614884186,-286.38517187266535,-296.87879599919154,-295.8596223849833,-284.1318317413195,0,-345.77917432391996,0,0,0,-350.4673829883148,0,0,-290.22699311914135
seq9005,-236.3451830231376,-234.1992342074158,-242.45842352617288,-207.90327309372762,-234.28512725376507,-248.65165296709384,-228.48143490428356,-234.2033765953128,-248.53487774070348,-229.4886553600701,-256.659966527725,-252.6348700848953,-270.7198886087092,-225.52513181450655,-251.53118130290827,-254.5818667935857,0,-265.2123373828734,-235.13255208526078,-233.98689364127716,-223.99241943053013,-235.1551196112823,-238.9919743807112,-225.29768466357444,0,-272.834868939063,0,0,0,-288.74269228309566,0,0,-232.99452735582443
seq9006,-255.45947368627552,-255.17448062942375,-262.7129172715902,-244.68906662996295,-257.0873516047518,-274.7007710641032,-250.8421261242664,-258.0002740267116,-260.46032134766,-238.1038686524556,-265.32770663838653,-278.29221659667417,-284.05995266472047,-261.8395741705372,-266.80826750749105,-270.7787777790042,0,-245.9100229276013,-245.28548061845595,-252.62335522470227,-244.23186479284345,-261.7873312098974,-253.26838173782443,-243.93393986455087,0,-199.65647278451175,0,0,0,-263.9179025989773,0,0,-238.63097089284668
seq9007,-248.5235229230109,-273.65463573107724,-256.7386803200542,-271.88471784790863,-250.05055776205046,-266.24304207751567,-257.37676172109514,-250.82558701817035,-276.32916660559914,-288.04199384635524,-290.37363625398564,-271.54045956054705,-291.94078472283474,-288.2447549803601,-262.841155607635,-325.37277379324064,0,-318.19173697706157,-286.3805619237138,-252.18872739727004,-270.0970962471835,-284.0328519579189,-277.6409817262919,-271.56964846878793,0,-331.58143492855106,0,0,0,-345.88722672437285,0,0,-278.7115309153221
seq9008,-244.17053943285927,-250.84616688132397,-240.04178782895576,-248.02471001906432,-245.2839501302598,-248.92006077118552,-243.79578794494805,-241.61231735550354,-261.0718584658663,-260.8999761967477,-268.88150049573477,-264.73508483882114,-299.6762187845508,-265.3785003354198,-257.18157158077486,-291.5230044795117,0,-294.72284113157554,-253.8969035104433,-243.19254626461736,-249.78336875841555,-257.36065424377097,-251.21181229572932,-239.54192928053416,0,-313.3861719228225,0,0,0,-320.30449077839666,0,0,-245.94534263517446
seq9009,-262.371866221928,-284.5257109875519,-274.1085221243819,-292.77815352677754,-279.78376887907973,-281.9614813777682,-279.66408582862994,-283.0659205811045,-286.05745478103364,-303.86918330803974,-317.7774401095902,-289.72862577483187,-310.2796745498857,-311.8046728011718,-290.6662550128059,-334.3100013417883,0,-337.5503251710842,-301.91022928468743,-280.5190463666079,-289.9815586923492,-298.1930450124779,-292.52680689826923,-291.26809686680656,0,-352.4668958287569,0,0,0,-364.76067183238047,0,0,-291.2281961262404
seq9010,-237.4380965400808,-225.41746921030287,-238.21019018665643,-225.45491990392523,-231.6390670811691,-242.63801603514122,-236.46181940010194,-229.41336048074996,-236.70915034536483,-223.32464157894765,-248.33464802101307,-239.6657728723174,-216.71848884245696,-241.083846280397,-244.90139195942174,-220.7223856324351,0,-209.79678406520762,-240.0929963127674,-229.77533227250538,-225.80260375648768,-212.04464552179073,-220.46891672188863,-222.58984945168785,0,-273.3550324819355,0,0,0,-245.0114656897578,0,0,-228.03345189625168
seq9011,-252.49437753644497,-253.93541701010318,-258.198745799186,-245.00786019504045,-261.3827704533824,-267.05268747453414,-251.71408405247175,-259.0872977853882,-259.163885580453,-237.19607923946987,-269.48809419431205,-279.9717000821286,-290.76177644025773,-256.1517567679031,-255.9641025745306,-276.97757907008014,0,-244.40564665665775,-245.2080832734215,-251.02599477759807,-245.08569563188405,-262.8010021295748,-248.7175771047565,-243.50887762938902,0,-230.37553160424224,0,0,0,-261.3023449710339,0,0,-234.85727003035973
seq9012,-230.16215163941828,-242.59464181737746,-237.65575436925124,-249.88809378257488,-234.46638626365024,-247.85738666997028,-233.27125485269843,-231.1113405335979,-250.5758725428832,-262.4185811480442,-267.61698553119555,-247.83337921327612,-279.54031510277287,-262.57903096982864,-244.06629231659466,-289.77394358912125,0,-289.40907243371976,-253.16594254031122,-226.28460695281512,-243.3816820144096,-250.265155412574,-255.7569280967684,-241.07415851832442,0,-297.1356756465038,0,0,0,-312.80890508705943,0,0,-247.89133182765494
seq9013,-255.21331736751557,-260.70685303971425,-258.3122689716475,-255.6090885701179,-255.52598684874823,-247.23474430512528,-245.1264276705414,-256.90086389310227,-268.1745282807426,-263.7236370145868,-286.7469538413322,-291.0133380528559,-310.6318672713961,-264.14891526402465,-267.9829897315115,-292.5420922870474,0,-297.16757232436834,-253.0748573769039,-258.4194995503111,-264.0274333181709,-266.7236344389979,-261.0298678756839,-243.57083037113495,0,-319.94680448790837,0,0,0,-330.02724659825356,0,0,-255.3346083912444
seq9014,-245.69919151934974,-231.66343669713692,-242.02332862984755,-228.56821454674193,-242.7364378330118,-249.92424441372208,-235.19417170957496,-244.20021611274157,-246.36299975026668,-236.60871730379685,-264.3433332922746,-276.60807551833017,-283.98910013700146,-240.0681082693564,-255.87237722906465,-264.50029328548163,0,-272.2242595563243,-239.60509093208267,-243.19722132289976,-239.67536741477403,-244.67205650938274,-229.1007755169443,-230.03267608367545,0,-294.37627292198744,0,0,0,-300.763790917141,0,0,-236.14467113776885
seq9015,-232.6245295157916,-245.62505145548673,-233.29379131670834,-241.68656485366816,-226.8753309044498,-238.15798334159928,-236.94792049872564,-225.4052703983526,-241.6962261230303,-249.13641987294272,-239.4629017730658,-249.81224697964964,-280.1926404980312,-256.9541943748143,-246.83085125397506,-265.9346688221187,0,-279.2166698965726,-249.05042986591087,-222.63762217061753,-234.52962619764972,-239.63531423677125,-249.0262498407567,-238.19555124476813,0,-296.8345042556774,0,0,0,-300.0649968088588,0,0,-248.25525698747697
