DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq7501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-232.94039817695187,-227.52112532333166,-259.87275430394027,-212.63730623550413,-219.7950199884741,-208.68469613908871,-217.85062793591035,-228.91669029596454,0
seq7502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-282.22173864515156,-271.2363971324641,-292.8299776330478,-270.7754043868206,-260.95504709374956,-271.89828065601245,-265.6199572551424,-280.5130823981439,0
seq7503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-291.81674513160004,-283.5762548077148,-293.78631313981964,-292.93343661815203,-280.3517313317132,-281.9146151802967,-287.7314079999773,-290.89520387211746,0
seq7504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-308.75164769934486,-298.86441690666095,-310.44043684440277,-303.0029336547014,-293.2274042726635,-297.4284674365651,-292.6611696773718,-307.52980991269123,0
seq7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-254.13752949308778,-245.69318102987523,-261.28371175887287,-254.36664508558863,-236.1545192712012,-249.58064607652153,-243.98866057764351,-258.3534906380069,0
seq7506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-274.83608342165786,-269.07750462419676,-278.50637670615373,-277.1643970238668,-263.1537291453257,-266.1115706185361,-268.023869810801,-274.11186897182165,0
seq7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-290.54718710007927,-283.45927485919094,-288.2859429635772,-286.770235439003,-270.405886299239,-283.1723658686082,-277.6256819690675,-290.9293277270645,0
seq7508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-287.64059488064464,-274.1147975157291,-301.7385700392905,-281.6279378864689,-265.93463267050157,-276.6998124055696,-275.85543986014784,-285.893042812901,0
seq7509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-280.7436627412827,-272.9153517434047,-287.0482078149044,-277.78665128200277,-271.24184506867783,-274.28530046263785,-276.67114478208083,-281.62518274895405,0
seq7510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-315.9362896279128,-308.2117293415407,-320.93589390096275,-314.80703021029314,-297.43157065269503,-304.38212369689205,-310.6981934977058,-314.76943669531477,0
