DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq2401,-237.71754663337515,-245.82602729704976,-244.41326325540925,-246.93557694081287,-240.8816964385405,-234.1671626247772,-247.88085801430663,-242.62667920428524,-244.63316332123182,-256.74470306826345,-260.8143533522978,-267.0260109392456,-288.58864121057286,-262.9741686335507,-257.32569838522073,-268.7421469917791,0,-287.4789564251888,-252.51167644174106,-246.1006894665887,-251.04653400647362,-255.22448542215864,-240.78412175519665,-240.52766262245188,0,-302.17415952960783,0,0,0,-314.47380546014347,0,0,-251.06142726931884
seq2402,-261.4939611379907,-253.78097894278093,-251.68734054666007,-240.0490407413849,-256.9334073735424,-265.8618097492666,-247.34335894541985,-255.70085270438128,-265.52012937179285,-230.2670195737778,-283.8692397833702,-288.2488464884291,-294.3857463195295,-265.31290961513787,-267.2983216947104,-281.795235746087,0,-265.22945201075123,-239.5150941007408,-251.3121795789161,-251.62437442719389,-261.33564991877984,-243.186531331996,-238.83304886726998,0,-283.0502883216229,0,0,0,-287.74853188196505,0,0,-234.53794100620456
seq2403,-248.14384186233738,-256.49316242591266,-244.38041042372237,-254.278723916548,-247.03922852544326,-256.6710647694844,-244.2974885564184,-246.09686144336993,-263.8363657274988,-265.80157414862936,-263.4672977527496,-273.03353337734177,-308.32021127262647,-275.79725584052,-255.53705403206084,-299.7159734655191,0,-304.3629135764962,-259.4533001812727,-239.3687985733847,-260.2177357823847,-254.1770792431797,-257.6952518567526,-243.38975839185346,0,-313.04152072664493,0,0,0,-327.9781768840508,0,0,-251.98910824321536
seq2404,-234.4076830789126,-250.95088670784318,-236.30613583790384,-262.1554496772225,-252.06823713692174,-238.6555512789973,-242.94358983523932,-240.75672873533293,-240.78032037893456,-265.89483355222177,-274.00258037617436,-271.2856842026963,-284.81411776530376,-273.5444739527899,-258.30344110891116,-289.21932443016965,0,-293.5218759592945,-262.47470491939737,-236.31358751343282,-256.54543722183007,-265.41459933507787,-260.70455154625824,-253.16848989539065,0,-315.2845126966203,0,0,0,-326.860826253691,0,0,-260.9329413212243
seq2405,-249.743333817104,-274.72150023626915,-256.49025624810196,-268.7499256833561,-265.0304549979337,-264.7236874461944,-257.57556411541736,-251.08015539747564,-274.58916701800604,-280.821399571192,-300.64287398335114,-284.9135962049754,-303.7031590319084,-285.0298990905809,-261.84642927503836,-316.8750941349644,0,-314.080980459548,-275.6272081713394,-254.79844063576243,-275.0177609088314,-278.9480266805599,-278.86825178075935,-269.97615404066465,0,-334.27599620077456,0,0,0,-326.26240921967377,0,0,-267.7829869861772
seq2406,-232.1478813382403,-222.77667198742614,-230.5884913878633,-231.82496141195523,-233.19333216977188,-228.32885038099687,-229.84563272251697,-226.82968254684704,-235.71233951818027,-234.53935788444403,-261.77109202072813,-251.2945197244669,-267.82007825968446,-248.5365881116343,-245.52447345823086,-243.8290202084163,0,-267.995124351299,-239.57239440921535,-230.03607600516096,-225.58114388542108,-233.5148153798553,-221.80112776458182,-224.46519364736952,0,-287.9272255824801,0,0,0,-292.7985383951934,0,0,-237.13336931778107
seq2407,-289.11970891754265,-311.300933197738,-301.35256419733423,-323.30962404558755,-310.815307549731,-310.22459845152815,-306.42111242082893,-307.3246668625059,-303.89406342344836,-335.2704045890125,-345.0607563058452,-320.34261970730535,-334.2360775202824,-337.5235115315759,-318.4351857078719,-364.72205695573797,0,-366.75643212038506,-330.7369789658708,-309.1833167495449,-317.06924100841655,-324.84365254011453,-318.43626244885655,-320.8383872905516,0,-377.97559070409244,0,0,0,-390.7532191131412,0,0,-325.560718640005
seq2408,-244.49559044145593,-233.8276813239335,-241.33661861647172,-236.07873956036772,-237.2010781183908,-246.81302052342605,-232.21394987649973,-239.4149622163804,-248.04833302879987,-250.3087005166939,-267.03686806007903,-265.08627772097117,-280.1269209412991,-253.91720121760522,-262.19199829804074,-264.42881410841426,0,-282.36646565301265,-245.0583424936347,-237.63271890761092,-243.73053511942967,-239.08818752731767,-233.54156624583626,-225.92143875043385,0,-298.1266958831651,0,0,0,-308.4644822448787,0,0,-245.6881248776173
seq2409,-255.81388002178704,-274.3531941828103,-248.06871284084468,-275.4395657215909,-275.09828612234946,-271.8329227834057,-260.4365808298612,-263.76842469916147,-267.14509497432704,-283.0431875104561,-296.3373380051894,-291.08996895848634,-304.89239817824887,-294.70499474069123,-264.4566934925461,-296.3516974951013,0,-321.1747504738903,-286.94322402141114,-260.2470279931097,-277.9074302197409,-284.20913463413217,-279.36058663901264,-272.38167674840093,0,-334.18109169905176,0,0,0,-347.1382270810906,0,0,-279.91183760836196
seq2410,-253.9476954711609,-270.2760614683452,-250.40654441192288,-262.49641559234595,-247.94550855649368,-256.30596837295025,-259.10688740231365,-249.2408794083141,-277.2801324536455,-277.4606328411103,-271.537261641136,-285.2286296230122,-302.87432107121583,-281.8936703435816,-266.5438481443127,-302.309472910345,0,-304.53882281177323,-268.3493391234238,-250.0187007142306,-268.9362657490992,-273.1325361925497,-264.933968732285,-259.8919566605298,0,-328.35169461116715,0,0,0,-336.1785169194928,0,0,-260.53390614655643
