DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq26101,-279.17845882521334,0,-292.89981006100567,0,0,0,-291.8043355849819,-295.88503212714994,-285.42813171810405,-268.048750783327,-278.9496443226465,-310.5241718500248,-289.21355357739066,-267.31284388044276,-295.1698849136131,-318.38222394799016,-310.4709178221398,0,-266.25280081644286,-286.4371195222122,0,0,-297.0515519820522,-289.1241579000923,0,0,0,0,0,0,0,0,0
seq26102,-244.27400992392873,0,-264.94011371904725,0,0,0,-233.56910810432234,-263.46977327126086,-254.72029389927175,-260.055412443299,-253.78832305025452,-262.9438613595075,-248.75118698243753,-281.32403738188395,-274.53576693745373,-269.03627042197684,-217.2245029286557,0,-269.3383600109992,-242.2256339583181,0,0,-288.55452493322457,-283.8265413432405,0,0,0,0,0,0,0,0,0
seq26103,-250.3279877838545,0,-264.60345986885216,0,0,0,-259.30713932728963,-276.9439761899078,-260.4883419134694,-277.0702227319197,-254.63240749496177,-270.1169978714983,-252.23783111389037,-290.450814006353,-263.10307600641204,-306.7977791917492,-271.5070079480765,0,-268.1338044508744,-236.26824535562477,0,0,-292.7328905278108,-253.15758938077727,0,0,0,0,0,0,0,0,0
seq26104,-254.29763644193085,0,-297.9804853538108,0,0,0,-255.2550975794985,-275.32042209553396,-255.0891938226362,-275.11207473854495,-268.13912804313196,-269.01232000518917,-250.59337671449572,-291.50600786443226,-280.4443545220935,-304.0841593923452,-271.267659843407,0,-272.08532159669505,-253.37069448110552,0,0,-295.4789258896861,-287.11737443725184,0,0,0,0,0,0,0,0,0
seq26105,-254.85726492313987,0,-276.7927179443767,0,0,0,-258.3438192810126,-251.89123722209138,-250.99727262537328,-220.2995440842221,-254.24198608376372,-273.42200331145034,-254.67766152776503,-241.75088234804525,-270.7874137237698,-269.76048630211176,-269.4506913655942,0,-233.89253800520748,-255.285945287009,0,0,-253.4691006346259,-257.40038373798444,0,0,0,0,0,0,0,0,0
seq26106,-243.49415716702484,0,-278.13593009199576,0,0,0,-251.05247825924994,-250.51084472572936,-251.69408848497233,-254.53733217481343,-234.76901625364033,-277.5105298610175,-254.28082149522234,-253.51697929005206,-277.0435507085766,-285.19665098889766,-272.95260059642203,0,-242.43898651364842,-244.59598015302785,0,0,-272.7773373580477,-250.12246572748032,0,0,0,0,0,0,0,0,0
seq26107,-258.5845422604149,0,-277.8831649291392,0,0,0,-273.2973295263718,-278.9947485303713,-264.6587155301408,-292.3467189980027,-260.7022090746118,-283.33825570699946,-254.75745133268273,-305.29877437520616,-276.3327194663718,-321.34281774797535,-284.0414887281447,0,-286.34276741074586,-244.34226666167993,0,0,-293.5540003881855,-283.09368746219303,0,0,0,0,0,0,0,0,0
seq26108,-252.17137668734128,0,-274.2613434562321,0,0,0,-255.1388252916995,-252.56340591218472,-248.96428087877814,-209.74775654767873,-250.5996000858155,-270.0403541194049,-251.5317877429246,-237.42243901027166,-269.03799986745156,-266.54965634444363,-266.5670808159514,0,-232.39747265520165,-253.33258126798196,0,0,-248.81219474225864,-258.9368068108186,0,0,0,0,0,0,0,0,0
seq26109,-253.6198389348963,0,-280.8604457649549,0,0,0,-258.89446446956083,-258.8401351081907,-259.80247329375237,-280.74550680305794,-245.34129704016996,-290.0843990426459,-261.67388762534426,-292.97803767713805,-280.04951556430774,-301.15382326272834,-278.9661771819166,0,-271.27206945943135,-252.1853310537369,0,0,-283.73748578031297,-277.07711787431134,0,0,0,0,0,0,0,0,0
seq26110,-260.7361835057478,0,-285.99076379762823,0,0,0,-267.2500796041185,-267.08770960382174,-263.3905849538671,-232.27204286545864,-255.5178228788746,-292.03595061907305,-266.7198632014152,-257.4606374945693,-280.9835323601078,-287.5027648035205,-282.89953774634665,0,-252.2231524302214,-260.1740183348818,0,0,-272.75494879756104,-265.06921424182667,0,0,0,0,0,0,0,0,0
