DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq7801,-241.21907424101383,0,-274.182329800968,0,0,0,-235.54578435559154,-234.7119117181315,-244.19288572804496,-224.33483951212946,-241.9710911260231,-263.5414559628191,-250.87720357714247,-238.32014632106348,-268.7310407607451,-226.81650266887237,-224.95119909269278,0,-222.36004776952169,-243.3834585697558,0,0,-242.8008988084912,-247.43809904931115,0,0,0,0,0,0,0,0,0
seq7802,-242.73420529019225,0,-258.24252472255364,0,0,0,-263.7844182083468,-246.03130676768862,-245.3022173671161,-261.3368799299512,-245.11955924567286,-263.5150882470992,-241.5128814221119,-271.59185250034756,-257.5881292786244,-292.84957412444555,-268.30472717784767,0,-255.13462392967037,-234.22348456629572,0,0,-261.16270837297355,-252.95416775311122,0,0,0,0,0,0,0,0,0
seq7803,-240.20044148318928,0,-277.32717030776877,0,0,0,-237.05750932717766,-244.51101012597542,-242.95436855220197,-226.115318081804,-237.85044722516633,-254.09668496329627,-241.65378563605896,-226.60216117983882,-273.0293875913586,-255.44559541509292,-263.0282577741095,0,-224.67595071652806,-242.30524324731462,0,0,-247.5866286355488,-248.6889276866149,0,0,0,0,0,0,0,0,0
seq7804,-277.4345575845233,0,-309.13647743670344,0,0,0,-289.9668211622202,-313.8180145380922,-276.2411757129175,-326.79387873789375,-301.6511363994171,-304.84444326446584,-276.1503545113023,-335.2168660787491,-308.61580415522104,-350.6610781723949,-303.71786467482974,0,-323.19106268006806,-281.1930902845509,0,0,-335.16016408559847,-318.47128024716636,0,0,0,0,0,0,0,0,0
seq7805,-267.22118549689765,0,-289.79506845517636,0,0,0,-272.605013302487,-310.5239592309688,-281.03956179341213,-308.9036740212347,-283.33744456713623,-310.85496867949854,-283.7384025553168,-319.27118566076376,-284.95117327355194,-339.4943479258027,-290.2185713964184,0,-304.8423235937708,-286.54069624412836,0,0,-317.96706245074097,-323.3552291072755,0,0,0,0,0,0,0,0,0
seq7806,-267.0579112388231,0,-282.54413294416923,0,0,0,-286.5108424827968,-308.87693335196303,-294.44929457933694,-313.4250938941075,-281.8036934676577,-323.1584133133158,-294.37656269464117,-321.82667860631386,-277.3808680739193,-346.0795955497791,-303.163861102653,0,-311.00275019895383,-290.98920771303165,0,0,-321.4584539311834,-300.35525698590095,0,0,0,0,0,0,0,0,0
seq7807,-250.92997830340107,0,-298.36358714283074,0,0,0,-265.3841687074478,-289.7533026066043,-246.20814218065198,-293.4323426988572,-270.3550853764658,-293.9066668465744,-253.9218065494957,-294.9670403108802,-295.9683732973518,-315.46248334504793,-282.05426604079537,0,-282.46736805654257,-265.1655855118848,0,0,-302.4763788697391,-302.29109974750224,0,0,0,0,0,0,0,0,0
seq7808,-258.83966596634065,0,-283.9360433655778,0,0,0,-267.04810806715534,-277.55053925828616,-260.41463625963706,-275.71696663344136,-262.2467054448634,-292.1723096805343,-263.31188458725774,-286.964148850005,-275.3402443202632,-300.32658001726594,-290.40045766420656,0,-274.89300801827477,-264.00861367502296,0,0,-268.8646009179211,-277.08338109258153,0,0,0,0,0,0,0,0,0
seq7809,-249.37749769024003,0,-281.63356940329834,0,0,0,-253.36231291723058,-260.39893656471196,-248.04264949951963,-241.01492525490013,-250.88394350507565,-254.64203341945708,-253.29186654400505,-245.75020338384078,-279.5506197154961,-270.53809275739354,-264.07204084408454,0,-231.8982392762829,-252.64433874511073,0,0,-245.07907411989206,-271.5149396576139,0,0,0,0,0,0,0,0,0
seq7810,-240.00227094643657,0,-267.7822486840519,0,0,0,-251.0009723495568,-267.17674398775813,-250.62805438032288,-259.40397869789336,-241.40238343219062,-281.840962468388,-249.5454486884581,-259.8423979523829,-278.7012192553309,-286.9751629362092,-285.77082376838206,0,-256.006653924506,-248.12752800604943,0,0,-274.60960164914354,-262.743116962399,0,0,0,0,0,0,0,0,0
seq7811,-276.09459667566324,0,-316.74104240546046,0,0,0,-286.9630050109056,-295.52731999106237,-286.1144244429429,-304.54561125309846,-282.26095634637613,-313.164474774562,-283.90641056590215,-310.71265419586143,-281.53582108268057,-336.29033559588413,-308.3945374557527,0,-304.3782381488086,-285.3908907950002,0,0,-314.5725943131641,-301.68852300969724,0,0,0,0,0,0,0,0,0
seq7812,-252.34268286568445,0,-284.2693163064873,0,0,0,-265.1050721233021,-270.57924465289904,-254.69462455026212,-242.8223276710264,-253.6948638772317,-280.35569210229096,-260.40388399534663,-263.9884939874524,-280.8981816714562,-282.602574184687,-270.33096644109526,0,-251.74781717271173,-258.34506298277,0,0,-266.2364254166297,-274.070879539602,0,0,0,0,0,0,0,0,0
seq7813,-256.21053194698055,0,-269.9669758486078,0,0,0,-264.52746291646355,-271.36633658922005,-258.1740395727835,-260.07945175682977,-230.9100049978916,-289.320082623357,-264.8766350492509,-273.6645281079557,-258.2899494345885,-299.1306289088081,-278.3781872404049,0,-257.11205061767936,-252.49773448299644,0,0,-265.2791592895718,-267.83543373230947,0,0,0,0,0,0,0,0,0
seq7814,-231.1579951556892,0,-273.0182113659551,0,0,0,-231.15871362220366,-234.9761384971546,-238.68217966834138,-228.24010702440333,-236.99561681660435,-249.94484905780888,-242.84769770634153,-252.6067361993621,-266.1413433998692,-246.5284446650793,-207.33813252053972,0,-230.26284326273966,-237.75072100282787,0,0,-252.46729081420207,-252.97368211099732,0,0,0,0,0,0,0,0,0
seq7815,-265.3881116707554,0,-299.3131731261853,0,0,0,-264.4171594369055,-268.7620275640122,-266.9914662239058,-243.4961452360245,-270.6953527485824,-272.4547105196763,-269.66237450169234,-248.82749954232187,-289.98091148883714,-283.64278769366587,-282.8604656055354,0,-231.08605510193502,-267.4775579701913,0,0,-275.2064803502833,-274.28441641497056,0,0,0,0,0,0,0,0,0
seq7816,-256.16633135151557,0,-274.9413365743771,0,0,0,-255.95213739983132,-296.2239385078561,-263.7705931742489,-292.5943423443757,-267.13690447922835,-276.9909597080763,-265.6266173304023,-292.7741328370204,-280.79696943021554,-326.18124836042614,-275.5886271728278,0,-289.80540581871054,-265.449285017526,0,0,-304.191635720933,-311.5097680961765,0,0,0,0,0,0,0,0,0
seq7817,-251.55963321987528,0,-270.56975196932603,0,0,0,-257.3376147314985,-267.79386919093895,-265.0659580082897,-277.3234723735291,-244.20314027391944,-294.297571875608,-254.0862272588565,-280.80409018232115,-270.8807941375642,-310.7763892310649,-280.4018523204555,0,-261.21807854728206,-253.16418720534196,0,0,-283.69613548492873,-264.25337467622086,0,0,0,0,0,0,0,0,0
seq7818,-262.9313095337518,0,-287.9021579636363,0,0,0,-264.91567176863646,-272.01047181978714,-258.03243030045064,-251.61727382834752,-263.12910880777724,-277.3986394871392,-262.86973713665685,-254.87980647238007,-281.59834708029,-275.62355883472736,-269.2770282609467,0,-253.75684214348118,-258.1003787696963,0,0,-264.75582149697124,-275.0909116346745,0,0,0,0,0,0,0,0,0
seq7819,-257.90906658665676,0,-291.1696015448217,0,0,0,-256.1002507706009,-260.24397023769785,-250.21367179626586,-231.26606882624637,-258.316146874729,-270.5277858449266,-260.2700491008312,-248.40337919114953,-280.4413856825204,-279.0799781725537,-265.2332677106711,0,-234.3779439268018,-258.98784955797373,0,0,-263.6100053395136,-272.3748874020226,0,0,0,0,0,0,0,0,0
seq7820,-243.29426911080205,0,-271.83443056125407,0,0,0,-264.3983173764495,-268.3561544730012,-245.9113821786639,-283.0923743296781,-269.74639954093783,-287.3728140083901,-244.67158510197498,-293.8522408441754,-283.44120827921756,-304.1972715238966,-275.21970341864875,0,-275.9027446275962,-259.5021601973692,0,0,-277.3455814557904,-288.4232672610857,0,0,0,0,0,0,0,0,0
seq7821,-288.9390450049209,0,-315.3324087221727,0,0,0,-286.4844828979544,-299.4140463906146,-294.2500770860345,-287.7738380467145,-280.42294074258297,-315.7654436736544,-289.5136443047513,-280.87123641602216,-311.5194424995329,-309.22272277685244,-313.08141198154766,0,-282.8833650279584,-294.6485263559741,0,0,-309.31496888532,-306.4282798667335,0,0,0,0,0,0,0,0,0
seq7822,-228.3357109158523,0,-264.595218343039,0,0,0,-241.53285126496456,-241.82751425067025,-221.3971234830082,-243.93036155761013,-243.0735487604565,-245.3583501706296,-223.56778408006235,-264.4338408803334,-262.0716351168252,-284.83859464955776,-247.61429130251574,0,-242.58786740108093,-233.00328776299028,0,0,-256.75322002420035,-265.7622127416327,0,0,0,0,0,0,0,0,0
seq7823,-264.7315423315663,0,-290.25887844013647,0,0,0,-282.1328052129976,-295.2963557383538,-275.6925243989705,-300.0508705782733,-286.53488418903805,-292.26679173520137,-266.57223954567144,-307.3742596210402,-288.7256037877091,-337.065631822763,-302.04324060511135,0,-295.4182835991556,-247.82982220945323,0,0,-319.7159210540371,-292.96384164923325,0,0,0,0,0,0,0,0,0
seq7824,-239.1340346347035,0,-274.2547763779411,0,0,0,-240.3806314268185,-264.0053352393933,-236.19553919668502,-280.6443579080658,-256.6256303758367,-254.83473175311573,-240.86188501338228,-285.90569280605155,-277.14994329113796,-292.24975208207513,-253.66528016262984,0,-274.76642801225864,-231.8602775133384,0,0,-278.7454985390021,-273.2820315009271,0,0,0,0,0,0,0,0,0
seq7825,-243.29967060425275,0,-285.7928115703143,0,0,0,-252.2093085784476,-273.3916394623536,-244.02078614665663,-270.31816405111005,-261.2065082313446,-261.73391049563395,-246.1637973985231,-287.4669653270678,-271.1994922440348,-306.94547714672404,-257.31454911758675,0,-262.96625806907383,-235.48435365606056,0,0,-281.21577054365065,-284.15231234064305,0,0,0,0,0,0,0,0,0
seq7826,-273.47266957967946,0,-278.91126800631486,0,0,0,-291.59648446613454,-296.566617889952,-283.27698271618,-316.38582138675497,-286.57296565577064,-300.42342857580354,-270.4505852834843,-324.3071184156752,-270.8678446176752,-345.9985150059714,-309.37761016917443,0,-317.249565496051,-259.0462363247716,0,0,-324.9815721750586,-295.2125562614184,0,0,0,0,0,0,0,0,0
seq7827,-266.02678090530713,0,-307.7976950425562,0,0,0,-285.999722619068,-302.3141559637369,-268.63590154639314,-322.848474297148,-297.5722473161944,-298.46398011273396,-271.2106481778421,-336.5169095407056,-319.8486015875165,-346.29088487470233,-300.07363040850584,0,-325.84525306497665,-276.609405202394,0,0,-329.1333482037266,-328.2541832450664,0,0,0,0,0,0,0,0,0
seq7828,-243.31232080242498,0,-260.37258069365095,0,0,0,-245.51400290923968,-239.76255323672012,-248.94097567793807,-246.11962451840654,-239.4855318236307,-256.8299299337325,-246.8878186856985,-253.99504296083714,-250.55435490667077,-277.41400902625145,-254.4710969082155,0,-239.85887861350642,-232.34516702034153,0,0,-259.27802012164284,-251.6562947544544,0,0,0,0,0,0,0,0,0
seq7829,-247.14967262151885,0,-272.1621720024227,0,0,0,-235.81970442853662,-267.182465016896,-254.90039329613552,-264.2874433805579,-265.60827312686996,-262.1562999592805,-258.7570330974567,-286.122882866682,-276.1761212736231,-267.6014487657846,-206.0994622360824,0,-275.83602153494417,-253.5580435960759,0,0,-282.53633553799125,-287.08159471994054,0,0,0,0,0,0,0,0,0
seq7830,-243.99884103784865,0,-250.65913121790075,0,0,0,-255.23287939122653,-279.6154581534525,-251.05264981307747,-288.08434186576056,-272.36721676084534,-285.6334897551094,-245.8861280853753,-295.50103457861746,-256.9666033436507,-314.8870427029402,-273.06357453885,0,-280.71531410808626,-261.42561532918313,0,0,-289.68897303341225,-300.55403089002715,0,0,0,0,0,0,0,0,0
seq7831,-257.0242553867012,0,-284.39186110496456,0,0,0,-268.258142981588,-277.3558128910897,-260.4340265945658,-303.488332827586,-278.4072340572692,-293.4678259538622,-257.1387823908096,-317.55962098866905,-294.94650017267617,-326.36900982786085,-284.1662751248888,0,-297.29667546917597,-261.4376244983799,0,0,-306.67723432801677,-307.56069544399327,0,0,0,0,0,0,0,0,0
seq7832,-249.95376579855002,0,-276.91708333286834,0,0,0,-261.95841094069266,-271.4528525962964,-249.90387855943547,-258.319155102131,-247.0665988876413,-280.0394100394942,-256.599815782561,-272.81281621647105,-276.07148432490186,-284.4026019761717,-271.0492536436371,0,-257.79856900834983,-246.7040476288102,0,0,-268.2195580235808,-263.86079792667874,0,0,0,0,0,0,0,0,0
seq7833,-229.82879526268297,0,-268.3613187144759,0,0,0,-224.65191510485985,-226.98195883828356,-231.3627422087795,-227.39842170304073,-234.86483395658405,-241.9755928151965,-240.06434479405246,-246.8139210571168,-261.84778814922197,-212.19057570446745,-207.8566813503003,0,-233.88874153472963,-237.14192955856407,0,0,-237.29501504490776,-244.7231966450309,0,0,0,0,0,0,0,0,0
seq7834,-260.6126984854375,0,-292.4091168853675,0,0,0,-254.58223334105492,-271.3445271458704,-265.46013645116483,-297.4835576582018,-268.6151591702288,-274.92727701068964,-259.8090748507728,-296.12651169605255,-282.19517665552195,-312.7397622857535,-269.2674382101166,0,-281.38075612844915,-250.32526514716292,0,0,-306.6865328514126,-294.30771852644295,0,0,0,0,0,0,0,0,0
seq7835,-264.0959785446359,0,-284.7896314351685,0,0,0,-288.98295827357714,-293.3508371955454,-265.3054552540851,-312.4131993023157,-287.34148373320835,-293.3511641661756,-265.378867396063,-325.137409009319,-300.7364201545459,-337.45651647422477,-301.9857679048402,0,-311.36226366331806,-256.2250042126869,0,0,-329.71973173652543,-307.38583291566067,0,0,0,0,0,0,0,0,0
seq7836,-244.589912004675,0,-264.24783543200544,0,0,0,-256.9294178670218,-260.024679900172,-244.20715100452313,-249.5719793741321,-237.2965016247127,-272.96572832607546,-250.87776469578006,-259.9813932241903,-260.3688082897764,-291.29612250265455,-269.4067564616298,0,-243.1684149033097,-243.2868021754237,0,0,-257.58524211728565,-246.95096032757877,0,0,0,0,0,0,0,0,0
seq7837,-249.469448269703,0,-278.02395673031134,0,0,0,-249.97149760582212,-261.6058912188388,-266.7460398535344,-270.9840488363539,-238.35774299405173,-290.571973425347,-256.4750484868738,-264.8546858570633,-277.16776044019105,-294.8402816038809,-293.0084661915972,0,-258.1164497881422,-253.19540343441832,0,0,-294.5106701888439,-260.83279934636175,0,0,0,0,0,0,0,0,0
seq7838,-254.19217556010614,0,-281.74506336695066,0,0,0,-256.1577401118095,-257.67200802648483,-249.37012951938223,-240.28139088016096,-252.61826178882603,-266.6952064934921,-253.738399140781,-251.42897532947475,-270.03907805022044,-281.37237767930594,-266.53190050696963,0,-239.7893741330946,-251.761765890392,0,0,-252.82861487063218,-261.36637716223623,0,0,0,0,0,0,0,0,0
seq7839,-242.52221835754497,0,-277.11569544698926,0,0,0,-248.07343917688303,-243.70560612636885,-248.36922513196438,-262.9776072265104,-242.46759806059026,-269.9633617853965,-246.10623984696193,-271.31535062110254,-268.85949092397993,-289.90874659195003,-267.10313414442584,0,-245.37675097303733,-244.1859719481425,0,0,-271.71545832234875,-271.15837431204045,0,0,0,0,0,0,0,0,0
seq7840,-249.12220184660487,0,-272.316695863465,0,0,0,-248.35989342239714,-254.09504681297406,-244.482426692687,-229.92981093878723,-243.48302424060188,-262.3885291105122,-248.242742998331,-239.56093563004043,-261.5132645711348,-273.97608983498435,-262.4639876052468,0,-224.0714620995678,-244.0674622943838,0,0,-252.75188802297362,-256.3775191251492,0,0,0,0,0,0,0,0,0
seq7841,-233.31835234162023,0,-254.5884726619716,0,0,0,-242.34263866666976,-258.25841411296165,-232.0467154293549,-280.251232337986,-260.9235000703654,-259.0276309536582,-219.09245630947987,-287.4961977205958,-274.8169608073723,-311.489936712874,-262.0791265531074,0,-272.1254714444209,-236.12217286789559,0,0,-291.0843529998471,-286.52254720000656,0,0,0,0,0,0,0,0,0
seq7842,-245.4790305137894,0,-279.371333648262,0,0,0,-247.1125797699204,-247.89975356913604,-257.0675941158589,-266.7465494322553,-245.63794462133004,-274.79117371987655,-252.79394376814628,-264.80631654382654,-267.0858872231036,-292.117779587831,-278.917981230584,0,-253.92072733583265,-239.96314365267267,0,0,-280.8159336725992,-251.7074956921926,0,0,0,0,0,0,0,0,0
seq7843,-241.33642199327494,0,-287.27312575944677,0,0,0,-252.79816667051608,-270.4908513556245,-234.07103245338882,-278.6320130266369,-272.869802360567,-256.12886361960204,-243.20383699212402,-282.1175684544768,-292.74520348601226,-302.6966722529692,-262.68503011682486,0,-266.49399702700583,-244.83445379465311,0,0,-291.7691751463955,-296.0337480910575,0,0,0,0,0,0,0,0,0
seq7844,-246.51295077334112,0,-277.96294235023754,0,0,0,-243.76100371449232,-279.36683953405884,-238.75827818194097,-264.99948838874616,-254.44665272101355,-263.653248706752,-247.080364927815,-275.7736789460666,-286.34025854190406,-285.12860276407247,-247.40595348867228,0,-260.6995915098665,-244.6255834009113,0,0,-263.6389467334241,-290.77352616136875,0,0,0,0,0,0,0,0,0
seq7845,-261.5629087789194,0,-263.71782849045024,0,0,0,-268.1425200437329,-279.003361877969,-280.9394358407824,-305.630050015126,-262.2200504458685,-299.85330414569614,-275.9327351667075,-315.62154885308496,-247.28632101801162,-328.80226045297815,-300.10659639118296,0,-300.51383543556517,-255.1008110062526,0,0,-306.71793338092397,-290.80507493753214,0,0,0,0,0,0,0,0,0
seq7846,-246.15912374215404,0,-282.5739898987773,0,0,0,-247.53448813090733,-265.2787369579041,-250.2368945315166,-280.76842535116015,-263.737963995548,-276.23516128465127,-250.58958835033008,-295.1374568791708,-288.45731190557336,-276.1713223845778,-231.73951406947683,0,-279.7602897182913,-249.8319946857434,0,0,-291.7075848967872,-293.49862960780973,0,0,0,0,0,0,0,0,0
seq7847,-254.36879996860844,0,-294.7177640045001,0,0,0,-252.0828120834949,-259.3288869609893,-256.1110369153713,-256.6344879987014,-265.27436133531796,-255.43908135876643,-262.28972712688875,-284.1960261426805,-287.82671422502733,-267.54448555764037,-226.97179130049813,0,-260.23379697100387,-252.4039178549695,0,0,-272.8576894751195,-279.0626573266348,0,0,0,0,0,0,0,0,0
seq7848,-267.2773761481402,0,-268.2267657472633,0,0,0,-289.9301112606321,-305.62294597928144,-288.54797178034926,-321.52014757524097,-284.8740335110291,-320.48688233889,-273.31755552121604,-324.87914200855386,-274.31562149966436,-345.6836324099466,-307.01038344871347,0,-317.40244938508926,-275.2381623725256,0,0,-329.11374789806734,-307.4337170603075,0,0,0,0,0,0,0,0,0
seq7849,-231.41642476383228,0,-267.5779708793006,0,0,0,-230.74746031948825,-234.15045394710168,-237.09712443010008,-229.92240058033727,-241.06886282603995,-254.1428537331567,-240.722815672712,-260.0532780547506,-263.582180736051,-233.7059661514347,-217.62640055929188,0,-240.423402176485,-236.45904483945296,0,0,-252.60023651045407,-252.36689929292055,0,0,0,0,0,0,0,0,0
seq7850,-249.71669966794832,0,-279.6245638052907,0,0,0,-253.7262956926833,-270.49142420122064,-250.19119711827656,-235.48758339879953,-251.76331493033393,-271.7508711045759,-257.1791066694767,-215.26116318610553,-277.6220124829754,-283.90512455449704,-273.1798229789771,0,-231.9256740243619,-256.81066357141884,0,0,-263.1503000746394,-263.88763057846626,0,0,0,0,0,0,0,0,0
seq7851,-251.88963140474607,0,-271.82153211867,0,0,0,-254.59548442460857,-255.67487981252978,-247.11145654859135,-237.46782588232372,-247.30061084354318,-264.63371795291476,-255.5868843845757,-251.72080100752885,-264.34129405477245,-287.94929155379015,-261.7027784076964,0,-239.92891229958536,-246.41710994659923,0,0,-251.10752972936012,-257.26584769895805,0,0,0,0,0,0,0,0,0
seq7852,-243.7423524227617,0,-276.72796246970825,0,0,0,-242.16655246925197,-247.02054328079512,-249.227153944348,-249.59746673901958,-254.26681672126375,-256.0616383205099,-251.96197505582637,-273.905388008409,-265.363053596361,-256.97963822188063,-226.50528274201855,0,-252.42477835937987,-246.19945548582962,0,0,-249.04626029393341,-270.26567892461924,0,0,0,0,0,0,0,0,0
seq7853,-237.8836425367451,0,-276.8506101716059,0,0,0,-248.26380141393236,-264.15685422146817,-242.60204488361123,-272.9595064232085,-255.45591675744075,-249.500930896588,-238.25094427831172,-279.3550764171333,-263.0319694035594,-300.2911931995108,-256.2716494239811,0,-264.8025688329501,-230.26114367067538,0,0,-266.1081583446422,-267.7216877900841,0,0,0,0,0,0,0,0,0
seq7854,-260.3142228360726,0,-289.19953518765124,0,0,0,-253.42275201454848,-258.2940999575148,-264.3637356751354,-226.06182092078788,-249.5361010796536,-281.2976034533072,-257.48436345420816,-243.65090314180927,-277.99391301574394,-276.1808968205731,-278.0477011294606,0,-238.6777714402166,-258.7060714839693,0,0,-274.88916698200825,-270.9206058567718,0,0,0,0,0,0,0,0,0
seq7855,-250.80365835177395,0,-278.6110146904757,0,0,0,-264.23743082315013,-267.06092203331787,-264.2146185253395,-267.1116987533997,-237.85046662926428,-287.3301176972445,-260.81713560638235,-270.5751268501475,-279.792610303866,-290.31936432895594,-279.56273834051626,0,-258.99968806963744,-255.70597968190967,0,0,-278.8813599331642,-263.15808664063235,0,0,0,0,0,0,0,0,0
seq7856,-258.54756016017376,0,-297.49166124142965,0,0,0,-266.9750657871777,-287.72298339209414,-265.2189606973607,-289.58218201008555,-268.0532398798363,-292.1015331271431,-271.627751918005,-303.6962083399283,-300.81964714902904,-324.0337054176564,-287.5977529956681,0,-279.91563065998884,-268.1907692014803,0,0,-295.3211211096113,-296.188844928098,0,0,0,0,0,0,0,0,0
seq7857,-235.1591241343243,0,-264.08313157836074,0,0,0,-240.5796416932048,-248.0458236238404,-238.55256534662524,-243.3418079843341,-241.40953748999215,-256.72550299326,-232.2990442836487,-258.26185583272644,-254.65377582097142,-273.02906084630524,-262.99046232919983,0,-242.69194655681082,-222.41145391355963,0,0,-250.47320446280597,-243.37990214136167,0,0,0,0,0,0,0,0,0
seq7858,-230.16712558485509,0,-269.99703223740636,0,0,0,-237.68719779403406,-231.7335808514943,-235.32229807282712,-242.3177957411765,-240.3570780959574,-251.55559297169822,-231.10254932911195,-249.82368893588844,-255.68040793800267,-272.54995785111976,-253.57803007103453,0,-234.51804703679795,-224.11202512468563,0,0,-269.0206000483238,-248.72050171482653,0,0,0,0,0,0,0,0,0
seq7859,-241.13369378924455,0,-261.7774145790504,0,0,0,-250.12465189263688,-243.19079536843336,-243.46402808270017,-255.3133022735295,-238.82807412588542,-270.28516095553846,-241.00356470793716,-262.11463781154464,-271.33675787577306,-284.6894801197285,-269.9003307864862,0,-250.09910977926765,-230.36810457584176,0,0,-263.72984372366983,-248.38515768661088,0,0,0,0,0,0,0,0,0
seq7860,-307.421972453028,0,-317.31254488529333,0,0,0,-308.9104262995911,-314.3168994369478,-317.216396080988,-307.59358479709965,-291.57015796638353,-337.5720056858548,-312.54554005238805,-304.1600314616889,-324.4295858581268,-335.7769034288416,-329.270526316702,0,-296.69587237113274,-306.18508629046835,0,0,-326.37701034456734,-320.65119887168146,0,0,0,0,0,0,0,0,0
seq7861,-250.41460917757888,0,-284.13054517938554,0,0,0,-259.5116376074254,-271.6158665491941,-265.0906177612,-285.03849334312264,-264.5464053159266,-279.6820416545218,-260.732731043209,-287.8717475522082,-272.3804430117799,-313.3940469143729,-286.1628924122362,0,-276.94910339060783,-240.92670810013897,0,0,-305.0048911489021,-279.96621779878427,0,0,0,0,0,0,0,0,0
seq7862,-249.69956326012388,0,-269.88450344902253,0,0,0,-261.3546632702052,-265.15313531739764,-264.3240578215818,-262.0355786115583,-240.76874961738628,-273.68638298343876,-258.5001353359265,-265.5281171904716,-246.39678812194387,-292.66109781704455,-280.15637032313805,0,-260.7497037899251,-251.4455873725638,0,0,-286.28517235623934,-267.2740376721992,0,0,0,0,0,0,0,0,0
seq7863,-232.2910433292681,0,-274.85685341185797,0,0,0,-242.39146970524706,-248.9013237366443,-230.47756524171322,-233.72081161977988,-232.70216595521438,-259.79506738406803,-237.36752397157014,-240.70559873826645,-260.79049680710466,-261.4804353472792,-248.39775862609278,0,-230.19532459615195,-237.58049403574617,0,0,-228.47938887486248,-254.6774341408352,0,0,0,0,0,0,0,0,0
seq7864,-237.18218664680717,0,-266.79470942928555,0,0,0,-245.46892011315,-236.34397237549294,-234.4865992431809,-242.1472307389999,-249.62083994347148,-250.97218823370625,-236.06684373629994,-257.15444479896826,-260.2434441505576,-267.10225814192785,-256.2540531440952,0,-239.81235568289367,-221.0548683729376,0,0,-255.2415503365021,-243.3429998346393,0,0,0,0,0,0,0,0,0
seq7865,-281.6334033338964,0,-320.49329984590645,0,0,0,-298.66773804227034,-320.11912507986716,-283.9339073503597,-333.6912481509617,-317.11264733079656,-310.2314111622937,-282.4528338719928,-338.869076315224,-324.26170582582375,-350.9540558680624,-311.7536067990731,0,-322.658309388009,-292.7209828821591,0,0,-342.9346127698788,-344.9826238450986,0,0,0,0,0,0,0,0,0
seq7866,-241.7699946066747,0,-271.2062317497129,0,0,0,-249.9881649443196,-248.83028889022972,-245.83762520318993,-251.52168066804563,-249.1125001306102,-264.6134931340032,-246.64255496693855,-258.9941533523286,-267.00294599782234,-281.29151166164576,-274.73485928941085,0,-244.7197903578388,-234.91870126206672,0,0,-264.5827615787493,-255.33762707017337,0,0,0,0,0,0,0,0,0
seq7867,-256.7458574486766,0,-284.3108268625782,0,0,0,-262.85376154502484,-267.39953845854336,-249.65361192231774,-239.3145603957833,-258.2001278356042,-266.5132161492172,-255.79856240805466,-254.10988499554622,-264.4260773046376,-278.2400371971732,-268.3639682695393,0,-250.45440991254483,-248.9795941405158,0,0,-261.82806066778517,-262.092980296283,0,0,0,0,0,0,0,0,0
seq7868,-252.2293346068515,0,-270.16992733368534,0,0,0,-259.91845718719225,-261.64688901887484,-256.9491371507789,-276.23063616163483,-246.569362144912,-278.951988905956,-254.80253200593003,-285.24199091028015,-277.9503664365864,-297.37985954241987,-279.0951119596967,0,-268.73894302200955,-237.74920812985425,0,0,-279.4302653713114,-276.5148175777882,0,0,0,0,0,0,0,0,0
