DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq4501,-228.2671897827176,-231.20858746577412,-233.30361317328754,-226.5062228331224,-212.47058708556418,-241.25576991231924,-230.8300186116346,-215.84874061859853,-228.87634903460503,-237.81704312740092,-239.8599239750087,-224.76676925331745,-232.42051104940768,-228.4592497140461,-232.1562772623979,-220.25923520398223,0,-236.10644830214315,-240.57944221109156,-214.32218983254467,-226.21052930440237,-207.7224021577743,-220.95404360896478,-224.40765171028042,0,-274.9227928107756,0,0,0,-262.05613395612795,0,0,-227.34554468475554
seq4502,-236.3085684275364,-246.9750388193513,-238.09732643472563,-236.68994840269383,-236.23385095341055,-247.07716441891378,-232.857662546642,-229.32442949041626,-264.41854193771803,-246.21511954507238,-241.64803405941564,-258.25002101602803,-288.5765855804089,-248.87076616860082,-231.7965373808451,-281.8098874153628,0,-278.5732603030657,-252.65039079131677,-230.53012496889045,-233.8089438104397,-252.9754559424735,-241.16814068537235,-241.27903508198273,0,-289.63792807601396,0,0,0,-300.14006737161634,0,0,-244.6553522940933
seq4503,-248.18477441808454,-255.1221391778492,-244.919937439211,-264.5346688378183,-262.38789886761026,-272.9679865507764,-260.81698067369393,-249.51052382544455,-261.4036463297445,-256.47827829567746,-287.3914196978873,-264.2623976064323,-246.649245240134,-275.3121060760606,-240.05814736684954,-253.56160222640762,0,-245.20005290981192,-273.2349930982219,-250.91226323258522,-250.63277119299082,-249.14251083042492,-255.58106858009882,-257.68039380882857,0,-298.3341994661568,0,0,0,-277.6190938192351,0,0,-259.08924538802097
seq4504,-274.81131409593473,-300.2995175491373,-281.69814616723903,-305.7106469206939,-289.52506444707785,-273.065022206338,-273.60904888845283,-279.7906739889667,-289.0905473024909,-316.0315958544744,-330.8550095622648,-308.2330574096809,-325.2179516172174,-319.4002670627869,-306.94086285127577,-343.9277373478009,0,-350.06438614947245,-303.66575809966514,-281.6039335887486,-305.8486282104291,-309.8197660156575,-308.36416856377855,-298.2345703857294,0,-364.77108754703096,0,0,0,-377.9564021438438,0,0,-306.2447085360958
seq4505,-249.7615910027779,-243.83854431979753,-254.45536707954622,-239.58180442885168,-253.54241190944438,-267.384119006627,-245.36866300022336,-251.91873372341146,-252.39469049114018,-228.43475023248868,-256.3760493502365,-269.2670953230011,-279.11835638285055,-255.26111356607493,-252.41680174696464,-268.0709266298665,0,-242.24686858657856,-235.12715539344273,-246.4429769773534,-237.5425888529851,-253.44249502426808,-242.25981752067688,-233.48193196836718,0,-225.85011191113182,0,0,0,-246.47023668542613,0,0,-231.70830435521768
seq4506,-236.84184292527465,-239.4046291017507,-235.80414975169825,-224.7967751100503,-229.1688120451873,-245.94586238898606,-223.6643566804545,-232.26867857842805,-247.6038357165178,-239.04736055559727,-248.56319016728344,-256.70955148049256,-288.19715296687707,-247.50815729682517,-240.5168216981595,-273.26754476870303,0,-266.7665851106831,-235.15930730370576,-225.6387547917232,-236.47458359118193,-244.15534589154885,-237.53022449207924,-224.64845809646508,0,-291.46761518782165,0,0,0,-298.9752361880987,0,0,-224.57515191143588
seq4507,-230.90637803683927,-232.3350576119723,-238.22569198713654,-245.85056640081518,-241.58578832394983,-234.13119092486048,-234.44156397978105,-230.4697913207913,-229.56506638362575,-248.96818245805088,-250.5445191440912,-250.30127769977508,-268.1992697146684,-259.67968048749435,-257.2317088006859,-265.9417045108081,0,-280.7064246068551,-250.0506357493362,-231.96757217565172,-237.84638645567438,-245.01273124309526,-243.58628560049115,-233.06665056295034,0,-298.68144537504367,0,0,0,-307.3847982069651,0,0,-253.02799978613808
seq4508,-252.3376272268622,-249.3532197028095,-239.37430330268813,-225.0764367562089,-250.27961622305472,-260.00420626791424,-239.6304870994195,-246.81872368778167,-264.9585976295322,-248.5530630737272,-266.74754294909263,-283.25492294292803,-296.76086753152526,-244.21896809921668,-258.2632321021918,-287.2498208100004,0,-283.95975050143466,-242.32523686231022,-242.91866459053364,-251.2133938309218,-254.207908097175,-251.1461838268047,-231.70275118905758,0,-297.8538407546829,0,0,0,-306.92709651291295,0,0,-239.30126992189972
seq4509,-225.16061445585342,-239.86937489723604,-233.9336825117793,-240.3558460513242,-224.8627718958731,-235.50182824697822,-232.4195349783817,-227.15477666713653,-249.32348708269376,-250.9697290178429,-234.39429325335357,-240.79248973518153,-278.4108007695285,-252.7695866743878,-249.49144089105897,-272.59013843985105,0,-281.9483105769078,-243.1021244300056,-224.17782157196783,-236.3210084194437,-235.19798540246765,-239.30680835035864,-229.3447346870869,0,-295.47911213635007,0,0,0,-308.39098960780797,0,0,-241.41301557214476
seq4510,-247.07396176169482,-266.2837461584259,-256.6894134588911,-272.72615516895615,-256.55418334140705,-256.64137130613443,-258.0156159791798,-253.3636919584824,-249.60388370761714,-283.08990377437067,-286.52451322366295,-277.22289938349917,-275.9461831524308,-291.95123527548355,-273.59788667732425,-302.4250992346195,0,-307.1514152519465,-284.5363500625746,-258.7938495716294,-265.72835060370437,-280.05014792416245,-273.56637891876323,-267.5283450932596,0,-326.09122755311034,0,0,0,-336.87195322865114,0,0,-272.6085942136622
