DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq6601,-225.34687876852902,-215.15683743219165,-232.70193721667678,-223.395456484769,-231.55702244047555,-243.13585566693428,-226.95525798316612,-228.07693045945248,-228.71768884773843,-217.96895224437975,-246.42828690750704,-253.86169562369506,-260.2442258999606,-230.51988981694046,-237.72425224858154,-242.7540283063806,0,-252.05340503075408,-220.54274066085264,-229.3300888811631,-221.85387273963244,-229.29515046370898,-222.20986087895827,-214.1273601114753,0,-273.5504290213512,0,0,0,-280.7838440508661,0,0,-223.61637942171302
seq6602,-236.68913687850866,-256.1809516891628,-245.79400764771154,-256.95366508916123,-228.69512792833615,-246.25469644395864,-250.40071150442367,-225.06587159713743,-235.2513938693222,-265.85642044251415,-268.60058838439204,-234.37985086995485,-240.12155789132157,-267.8655849633918,-236.1523536172106,-245.39480552780296,0,-257.84288055691974,-267.4603150918718,-231.7544574590331,-249.09465033879954,-234.5238308270467,-253.1505840904809,-250.8292873544211,0,-299.1413042450118,0,0,0,-281.35108955046036,0,0,-255.29610108335362
seq6603,-246.2093677525794,-227.92575903044505,-242.7575698942446,-216.1245584464505,-244.7202381773567,-251.09425049756615,-231.37007624321976,-244.6929806693652,-260.5350347687746,-238.03481195259806,-271.2417082453896,-269.5014072408751,-286.9392183841584,-226.23934877871972,-256.0854193652126,-277.6868763786271,0,-277.24340152048615,-237.31863437987943,-240.50585016096258,-235.9556698049783,-244.79073192065547,-240.73081012378387,-230.07280559225103,0,-301.2043189281323,0,0,0,-302.62572483587195,0,0,-235.5792750731012
seq6604,-249.55968875578986,-248.79777316650453,-256.562709374813,-242.10146217523535,-255.56747958590472,-264.5737215318008,-248.47969419881838,-254.69072871101483,-262.3141435633002,-238.08593438953238,-266.6145724368899,-275.37385139109404,-283.3585250064329,-254.4777740101314,-257.1609367413578,-270.79072562045377,0,-248.7839201745802,-238.99257041792077,-246.65330979452287,-245.3907072755458,-260.35085847247495,-247.44381605651125,-241.4808983851067,0,-224.4986838136909,0,0,0,-259.45168864950983,0,0,-234.95061541010023
seq6605,-250.2844125802795,-264.2268372925372,-240.7789809636227,-245.4177432005071,-248.046121632064,-262.8472389566453,-244.17360988608766,-242.7366878901715,-273.58228372494256,-265.7605071379922,-254.5881340920463,-272.7849868570777,-297.8391899189232,-273.34887236807447,-258.04711738322226,-295.0435324792406,0,-291.51361540937876,-261.91101643645527,-238.95075355803598,-254.77340152550022,-264.28522243185444,-259.76313776486404,-250.27424614164215,0,-308.3935475494347,0,0,0,-320.9051450445545,0,0,-245.01045804867405
seq6606,-265.0036430419845,-286.38059554429236,-260.84935938681923,-271.0687932259147,-272.98341195436586,-268.42979954838654,-265.3832335210907,-258.1983115529341,-280.35528072999057,-295.1070279554369,-297.83017993487584,-283.50382539670414,-313.6887119384891,-296.08594334395383,-283.13711113943134,-322.56960966416926,0,-318.570758696287,-288.82724779461904,-259.6726961040117,-277.18994992057844,-287.143907035486,-295.95407670489624,-276.0403380237244,0,-349.36366041474696,0,0,0,-353.17985111609596,0,0,-278.9795011219917
seq6607,-237.61810601626084,-237.64903416913455,-232.3288159052109,-224.83826058733555,-230.40255172855927,-242.1919924879374,-225.5679657482107,-226.06921114333247,-255.04241377737904,-241.86539934451378,-254.1473304801055,-253.4048341600062,-283.24061938659895,-245.17473257464962,-244.37368161967663,-263.85119248512933,0,-276.6018371199211,-237.95344286316055,-224.66094963905812,-233.32338255675418,-230.162112326101,-234.43447132514734,-217.28222075258506,0,-290.2136766770356,0,0,0,-301.5586031531146,0,0,-232.56739274230424
seq6608,-285.00940212848417,-300.2772106826221,-281.17022352267355,-308.16958265662396,-299.15727050213053,-295.6476374323149,-290.35033892180314,-282.5353935849436,-313.89420962521166,-320.35178269161395,-335.56276088741697,-304.3884850433922,-333.004755126448,-329.2673688600006,-304.1102574511699,-350.16619876005325,0,-353.781708439619,-317.40886913334106,-280.7863700519587,-298.3212022960694,-304.46395046626077,-311.8064698721765,-304.8087349667922,0,-375.6810808796312,0,0,0,-379.48975093735606,0,0,-310.53705371789175
seq6609,-282.4621511249991,-304.8348960909239,-279.5267462584145,-297.0625433027044,-302.6711380589126,-290.74289030949967,-293.3319782065188,-279.4825601280414,-308.18386508887386,-316.2296956592808,-327.21546093060715,-305.571452303441,-327.95884598063157,-311.3781987698433,-302.35322798907225,-344.52005610655937,0,-352.5891045132325,-307.6997305221702,-281.00058832979255,-304.66553504022096,-305.92977654400903,-308.6611037377322,-298.65660134858376,0,-367.45293042124865,0,0,0,-373.41020444478903,0,0,-298.07086676810786
seq6610,-252.4727198056135,-275.4635157244073,-255.6118240414804,-263.7552567108751,-256.98541112363057,-258.2608333695331,-257.28635261218557,-249.32610544603662,-279.2020810839258,-291.25405860794893,-290.4096506232711,-269.06343106677065,-302.2400712756934,-281.9754836895096,-273.0945336931494,-309.3797223730123,0,-318.2961217120419,-282.5263554121928,-256.09123491177644,-268.34570223789865,-273.7163005563169,-279.2713017737519,-272.37848799745706,0,-334.6562317508347,0,0,0,-347.3068787329124,0,0,-270.6032486720993
