DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq5401,-273.30191257105173,-285.9102511795792,-270.5048551352233,-284.76257327521967,-285.667771684621,-277.88228250026276,-277.0004010674207,-264.77979161643896,-283.11883470285,-300.85970604967054,-320.94240120637255,-300.9567823183681,-315.9145231612255,-291.86704853482547,-292.7114119740368,-327.96077686177085,0,-332.0568846435923,-291.1230210172498,-270.8586831199424,-283.38089551727575,-295.44508823051575,-292.7614886592812,-284.39929098547714,0,-355.1591596799511,0,0,0,-352.169003871515,0,0,-280.2190044768877
seq5402,-242.70692363755288,-230.6874843363564,-235.52591887437273,-237.3296806144411,-240.5933914074568,-245.42261283384155,-235.7902626954923,-238.2054487233446,-246.6414845513056,-241.72451935704325,-263.8258715589332,-266.25633890481896,-286.567302285591,-256.4439432754704,-250.0551390433083,-273.29881527476925,0,-282.3654521908065,-244.39647774872225,-240.47508757484573,-241.81598414053684,-241.94179169791153,-230.92992276339945,-229.3618488398566,0,-300.8384040235862,0,0,0,-308.69908206831815,0,0,-237.5163874718623
seq5403,-257.31789133723663,-249.48773814047905,-259.98217098486293,-239.65543215342245,-250.19149488983032,-269.77066894755256,-253.4015922192216,-254.20262719894689,-257.46231264945783,-238.97971400222593,-269.9279484780926,-264.99422557239404,-252.90107030659377,-247.64913545855185,-261.27463437286974,-251.12848446390998,0,-224.49346487213555,-234.58330279187862,-247.0033371161843,-242.09453075065102,-236.46648285820655,-249.1333214188752,-244.3294364058239,0,-261.7528512604661,0,0,0,-222.6430582478497,0,0,-231.6919020493844
seq5404,-249.68161814967232,-258.9278657889885,-243.6469019380938,-252.98192493920953,-246.29927536592425,-256.64863865488866,-249.5783295108923,-231.04214952889467,-264.8779621986268,-266.846396400504,-250.1437860784153,-261.27122426046253,-291.4409759072628,-267.543708580493,-253.41309626083418,-301.8800141560397,0,-296.0524760090015,-266.0666794049784,-238.1385570802715,-254.812018332402,-268.83679358054565,-258.8312455230047,-252.57619174075563,0,-312.03122938889317,0,0,0,-321.21488358800394,0,0,-258.47103544221636
seq5405,-257.71436066945523,-262.8695274747293,-261.97101889213997,-248.9328426203126,-261.6037288998355,-256.09171876300167,-245.06256041922805,-260.36999436544886,-259.55039199787404,-228.66121496703602,-275.0625447695331,-283.2932211968769,-298.49372137405686,-253.5664419980471,-269.1922330436922,-291.84509736510154,0,-275.856934217828,-235.5030477715599,-254.82727749683988,-252.63726046766092,-264.8636987863398,-256.8037992207806,-246.70050074299573,0,-280.26756361450646,0,0,0,-295.4265925391403,0,0,-245.30866148101532
seq5406,-242.52137762047394,-239.0135403278843,-228.8867430693955,-222.24256219218623,-237.83462472828333,-242.70872778955533,-229.61653835433336,-232.83774917268389,-242.79490788554986,-230.45320411925707,-256.7477976350977,-272.13709856360884,-280.60669352196635,-243.73775350387518,-248.25910620933556,-264.04210989786316,0,-263.3363057391893,-230.4776152113437,-234.65470962762853,-237.97811840794543,-243.0002306543721,-230.39890888007747,-224.17456663302386,0,-292.1158365342324,0,0,0,-299.92620743491887,0,0,-227.44921359831832
seq5407,-266.9765441378986,-284.2391399206847,-256.5243673530078,-281.61994837187785,-273.8817375628242,-269.6727513204908,-273.7876083577191,-262.18074798425795,-287.4771477692649,-294.3624459376712,-292.2003731266659,-285.41013638914677,-319.4827816679195,-305.4155913475195,-274.47109330162215,-326.31835365688784,0,-323.9475238159413,-287.48027979188385,-259.6490316695574,-283.34579496939625,-292.84658670530723,-286.2889016499464,-278.85872481168855,0,-339.73182454303924,0,0,0,-344.15861944091165,0,0,-285.12301892472755
seq5408,-222.24002165979311,-217.3411631637062,-229.38924654012905,-219.78717036546223,-226.43409074954405,-232.71732219962956,-225.13198297186278,-224.1154523143935,-232.0559876831878,-216.76501565732238,-250.83290214940448,-253.43385850898997,-257.5100868295038,-227.00395097115697,-235.53986180974778,-242.54495588172455,0,-251.25500134068244,-221.79410352214327,-223.26978524208053,-218.00840107222257,-227.31046181660477,-212.85239756711252,-213.98189927139632,0,-266.413896698124,0,0,0,-270.46739234839805,0,0,-222.3406610739987
seq5409,-225.90961619741466,-236.19405592458463,-239.11313295617018,-237.04979942130456,-219.32868435258237,-233.18486748978358,-228.26223351161522,-217.65626404057446,-231.8046633932597,-247.44334761154107,-236.85885728043445,-221.84948344744285,-235.55303871019092,-246.4412526327359,-236.56311062748003,-232.56828438354756,0,-241.01520112971951,-251.3021496986402,-212.52011895359405,-233.96187360227896,-208.38796696610615,-235.68258555450595,-231.5350558041357,0,-282.889524556275,0,0,0,-268.75428688292317,0,0,-237.09581020686224
seq5410,-370.53086257440594,-364.82501614221684,-370.8488372746908,-369.81088324904994,-369.8183797303787,-374.01690367075963,-369.4734275854266,-370.51348168524737,-364.0098484486079,-363.61919197599804,-378.1176423583932,-373.4682577352744,-368.25864724424366,-374.77524389757093,-373.8169945257033,-369.30172328386766,0,-374.02992487466236,-370.08686776267524,-371.09689678448933,-367.1115671754063,-366.4233455340147,-353.9583922693532,-363.94803672234025,0,-380.6205645296875,0,0,0,-374.68135370243067,0,0,-358.9906489188051
seq5411,-255.45917966362393,-253.62941821474476,-244.5268322788061,-228.36976823697015,-254.09403536897182,-253.92015079080306,-244.27842443536076,-246.6183204781983,-270.2022593876822,-238.19631811943927,-270.42718393851317,-289.2872756337211,-302.89058546927953,-242.20930103950184,-255.10775726637632,-292.36996011712426,0,-285.31148156333813,-239.1097388940423,-250.32432987992252,-256.65604760096863,-262.3819327826242,-254.07017526708614,-230.29640815335426,0,-308.6385679113535,0,0,0,-305.36845674617814,0,0,-240.30669949844292
seq5412,-241.12731572007306,-227.752666184784,-236.75698763819477,-234.07589564384946,-242.8738933244163,-244.6508770278874,-240.60374417572447,-245.98753059777817,-249.57069213564804,-242.20749376433665,-257.8865172024878,-271.9238242443758,-277.61640322522584,-248.9920319488075,-252.87071738718092,-267.1911857325844,0,-274.6644723887324,-236.9435125732278,-237.88439070672743,-246.24999469371238,-248.84670402656914,-232.0443252395871,-232.4318285150068,0,-292.54451774907176,0,0,0,-302.6392467190242,0,0,-239.13532937320838
