DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq22801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-239.63332986960975,-241.05044282421736,-254.49345451364889,-246.66726533723457,-232.94603806297093,-239.40551739251626,-233.1203140334874,-245.7080944276981,0
seq22802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-295.13960865575785,-284.8148503347334,-304.8021620369828,-288.34971090578944,-274.0446118638992,-281.87434124261,-285.1434941816932,-291.2120741895528,0
seq22803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-280.5760559413189,-274.80820043390185,-290.4099084086345,-275.57698298583995,-263.3743843472497,-271.27138868152963,-269.1227548843764,-282.16285308089397,0
seq22804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-310.47421481180925,-305.86591565715355,-319.2812080689492,-316.55784504708384,-306.6937113066501,-306.84010487590257,-312.52316148091097,-316.40579720487244,0
seq22805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-354.10330430115016,-353.7985282821514,-352.0988427527052,-347.97865412857544,-344.25323009603943,-352.5127881514304,-348.36800881665295,-358.8494541267021,0
seq22806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-249.29043261064936,-248.31959441860045,-263.6951293756937,-252.79900439931203,-241.72516357268097,-249.7143282529079,-241.68214337373414,-257.054689339108,0
seq22807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-274.8896476358321,-269.6347957532973,-291.45274172899053,-272.6369939839325,-256.5067751048011,-267.5044092278185,-263.7814813082259,-277.51977485254656,0
seq22808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-319.14596601390616,-313.36931438213816,-318.0616917182428,-318.0215494751405,-305.0241900689889,-314.2132723404449,-316.87954630042157,-321.2669158704335,0
seq22809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-241.5299638364548,-232.55122861589666,-259.42874751699037,-222.44977155128348,-229.8498658389003,-235.47145657758313,-221.87248228837427,-244.887742407199,0
seq22810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-267.89397333298126,-261.1873843482337,-281.29055646073044,-262.29427495988784,-248.04574359597376,-257.7358958759247,-254.16992440810685,-271.9494593343887,0
seq22811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-263.28760717630394,-253.9594485566807,-270.64991669862843,-266.84209464702417,-256.427284647132,-255.36611444610404,-261.6992507299379,-257.74999910213666,0
seq22812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-329.5855119217097,-321.8119521383524,-335.16960102390414,-331.05293271533554,-318.615714492443,-324.683684078845,-329.0702643416228,-325.23326809342257,0
seq22813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-267.2580387423962,-261.31960505525615,-276.25604073174554,-262.7782333629409,-257.40832217670044,-256.67714260019835,-252.6934070949998,-266.30953229538284,0
seq22814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-292.25764734722236,-286.41042426275345,-292.5286193978934,-287.0503604432221,-281.66544370957246,-283.29649488725613,-284.80502451266625,-294.87700859568133,0
seq22815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-299.2176426374727,-294.3685934209492,-306.9834497934588,-287.2871486464158,-279.5218453885023,-290.2728639369525,-288.54082723456474,-301.3175195463719,0
seq22816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-308.9175711433324,-300.4110672738812,-310.77899013313186,-297.9252519624642,-291.17542775422936,-294.6641986860527,-297.60628283114573,-305.57975107494786,0
seq22817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-332.58805338759544,-327.06021116554945,-331.52710586923837,-330.64192457264267,-315.99515752940465,-327.58813788262967,-319.71319648747914,-335.2678880335326,0
seq22818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-287.68896231660096,-281.4548341379461,-291.0002619637838,-295.341900558406,-278.72741926948663,-283.6009448586688,-285.4949094619025,-289.9917840032801,0
seq22819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-300.7709082852661,-288.1004712596258,-308.7920384147829,-284.6461314158056,-287.1024959638619,-289.9334275006682,-285.36089258536884,-301.24660746739374,0
seq22820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-264.9125223488701,-262.23352678459196,-268.88025144089676,-273.0513477508503,-259.7930636825187,-260.6760264651376,-264.22605882394595,-261.52187945003254,0
seq22821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-352.3075373633159,-349.35238459094046,-343.2820145782036,-351.56069669045155,-341.9256100769286,-352.1503383769457,-351.758096314261,-356.2098765827133,0
seq22822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-259.0122934950401,-247.18652249708788,-273.0992823254538,-249.1265600594368,-233.4951551295532,-247.01060379778406,-246.39161485966054,-252.8388223944684,0
seq22823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-248.72137999091163,-236.0107386020025,-266.76391770438755,-218.11624627541633,-229.53898909534857,-233.77303471787397,-220.8176277229118,-251.25973858513038,0
