DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq2701,-257.6479102074996,0,-278.9184602373934,0,0,0,-269.1204055188737,-269.4421872885932,-257.7590572197281,-241.2641856122659,-256.1646222886663,-286.85434991342436,-259.76346250856324,-268.74746348599734,-275.73050825904016,-290.0469971114327,-282.59432757811413,0,-256.04551056042635,-261.0638498518044,0,0,-277.51374830668834,-274.1327437517516,0,0,0,0,0,0,0,0,0
seq2702,-276.17363356071377,0,-304.24583367274863,0,0,0,-280.883615684896,-293.4504618267,-289.149197843019,-293.84918260264675,-273.1754811298793,-305.9934655250177,-284.8457857673365,-299.3975683928018,-295.968371142604,-304.67248252683277,-304.3341173580995,0,-281.92312283549103,-273.5682530308813,0,0,-309.84568634339223,-298.05252647539345,0,0,0,0,0,0,0,0,0
seq2703,-248.60245407412785,0,-277.4025119961016,0,0,0,-246.8730057613174,-225.30002048822652,-257.12665041911714,-220.01550792434966,-248.7069160934794,-266.4915430707571,-260.4297843028306,-248.81060179030456,-263.9262901479498,-238.71239808080037,-234.59213939074246,0,-232.8891888221957,-252.2947284449498,0,0,-254.87048552962193,-236.212193202452,0,0,0,0,0,0,0,0,0
seq2704,-251.59814909113234,0,-266.2935275432641,0,0,0,-264.70634643019304,-260.5439595106176,-254.18158957475197,-282.01076962317734,-250.83578113140643,-281.8363539737823,-250.67158347926554,-293.08826314931457,-279.04347161788104,-307.29831877732073,-279.0568477632693,0,-278.98125150753,-249.92806768563497,0,0,-294.7199065790498,-276.1366762846897,0,0,0,0,0,0,0,0,0
seq2705,-228.78028250425942,0,-257.1924110208518,0,0,0,-230.11103195163471,-242.83838504614192,-229.75724742976473,-235.44316949583742,-228.80574740975408,-250.75138889650577,-230.31672392666178,-242.96735975002971,-248.3253328566507,-268.72173539727766,-251.28961163430867,0,-226.159557840475,-226.17350250383234,0,0,-248.88654256036128,-241.67774549356673,0,0,0,0,0,0,0,0,0
seq2706,-236.173347290426,0,-269.39202144207474,0,0,0,-237.50860049174645,-232.45537528845682,-233.65333923306414,-226.68220478050884,-242.3284437677757,-247.9753462385551,-246.54201817485108,-245.4477668810218,-260.4765192704281,-208.0371210910244,-223.7137040497067,0,-228.83688055461107,-239.75849599267684,0,0,-237.1009023590301,-250.56028086928586,0,0,0,0,0,0,0,0,0
seq2707,-247.9458597413556,0,-268.1284563153627,0,0,0,-255.77991827638067,-260.824018080529,-259.18848276421693,-265.32672636845047,-243.5231456735462,-291.6378612971519,-261.53837385967086,-274.08566111171854,-272.4790265818956,-269.83793124833056,-276.66740045981385,0,-253.4930786484186,-254.6269933267636,0,0,-265.2642958600003,-263.3002495699127,0,0,0,0,0,0,0,0,0
seq2708,-246.12175559919027,0,-286.1756250844978,0,0,0,-253.21066028027215,-251.23533272866786,-253.79712407082476,-253.8737479933018,-263.4555640064552,-268.7373788949204,-253.05594030904894,-264.3552131983782,-273.24584658547496,-290.11017607460764,-279.52365284028446,0,-251.81586047873455,-255.00806423816618,0,0,-285.42883146965954,-267.923815420997,0,0,0,0,0,0,0,0,0
seq2709,-230.25383190953326,0,-269.20799019215286,0,0,0,-250.35750233473746,-274.3051952152777,-242.35712964605864,-275.3783472496662,-254.65032860615685,-278.55809392834715,-244.60454848125056,-293.9233377737758,-277.4065555618604,-300.10214102069534,-261.2939088135803,0,-270.0054719548081,-244.52251099453085,0,0,-284.6916977764157,-277.38714585039423,0,0,0,0,0,0,0,0,0
seq2710,-232.48094098083274,0,-260.46606120182645,0,0,0,-249.9460985061817,-248.81471001896162,-238.4940503209424,-264.4998291666252,-244.9129636960938,-267.95733768372224,-236.44398425713345,-277.82808424595925,-245.6535826730042,-294.77794311414345,-265.7231907409569,0,-263.82772361798544,-221.99168792238183,0,0,-270.8345593107634,-259.13365760143125,0,0,0,0,0,0,0,0,0
