DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq26701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-307.11276779059796,-297.95660036597,-307.67006432576756,-300.62606001375275,-291.80513716435695,-294.25934878157324,-294.7419792130032,-301.545960901618,0
seq26702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-296.758551650396,-289.96508623658355,-296.81511358580616,-295.01272997590564,-282.5522300915589,-290.2950650082535,-288.429860748909,-294.4122953950258,0
seq26703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-253.13291957650637,-237.5548295944153,-260.51432592725683,-232.49270554273576,-239.35158806210202,-234.52741964389057,-231.5731696131312,-252.6082999882531,0
seq26704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-274.24753256827506,-263.7929159925015,-275.27735745498074,-270.2490942374562,-262.65899823265835,-257.85741599766067,-264.5446165204218,-266.7690818966395,0
seq26705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-187.31377568710826,-198.61912073012584,-240.43570815462212,-230.63245710345564,-207.84088955996882,-207.82373536225083,-221.23700641323757,-199.3586179940593,0
seq26706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-309.287953879705,-302.58807086734475,-308.88770411026496,-303.5951678195965,-291.74948000546715,-302.1419856844177,-298.31552332034187,-307.5651122007975,0
seq26707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-260.90211067465344,-256.16925402934044,-271.81174477077195,-261.85216529250675,-249.0810000358564,-248.73160563787383,-247.71647951663599,-261.54813170267295,0
seq26708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-332.75552576885616,-324.909917756535,-331.13092816669626,-327.1664100239949,-318.4073454589226,-327.5266981745087,-324.053770457819,-335.9240930279368,0
seq26709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-261.0062443806829,-251.37142041093975,-280.31365372711895,-242.8346416069202,-245.76436699786572,-256.20611424178156,-241.94174445977086,-266.05102890530804,0
seq26710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-322.5829535387649,-314.66863435865855,-323.8076458958257,-316.48755935372157,-306.0857923086134,-316.07772308591063,-314.2092656121845,-327.28624157965425,0
seq26711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-201.1689227802087,-206.3519273667583,-241.8483060656994,-234.5745821468201,-221.68894226788464,-204.24264172863153,-232.4703400651971,-193.2642511462007,0
seq26712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-263.48070558851254,-254.50617658920828,-264.8818485930696,-268.11092724371326,-253.2410204171231,-260.14390852703076,-260.93125832253804,-259.2347397133108,0
seq26713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-204.64108113691321,-212.12302874725106,-238.813361503387,-228.53189045620573,-218.87509797429266,-215.38082011811804,-220.38635506327975,-210.1607105581855,0
seq26714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-334.08728672847855,-328.5691452155063,-326.3529117632629,-324.62950048309284,-314.27189355616315,-320.9696875108895,-320.2548002491319,-329.08794056441684,0
seq26715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-318.62057168997535,-309.71452956076314,-315.7962811372385,-311.7838590555884,-294.6581456601905,-306.5471422890618,-299.822573830782,-314.21431547534996,0
seq26716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-280.6849697544899,-274.27369478855076,-288.42054448651487,-283.9914501405434,-274.8085673176419,-276.12308517552185,-273.49267078191826,-282.28743844112785,0
seq26717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-302.9605058632481,-297.3836975679257,-310.9536910045475,-301.0217267506201,-289.33183955118295,-297.54843571938903,-296.1619430113116,-306.1870507690685,0
seq26718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-344.0163752265406,-337.4735529727421,-341.8655131974416,-339.35612704920055,-328.26063384533774,-336.43989287695706,-338.1009040490798,-346.12321152477114,0
seq26719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-294.2887322881283,-285.1549460543381,-300.44291123374296,-292.00762479425066,-274.54737236237025,-285.28773170028023,-287.45658008506285,-292.41252414719935,0
seq26720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-291.6895905411577,-276.7725035973925,-299.07741624097224,-281.67056024771387,-264.4603290347025,-276.65887732810285,-277.8869550735859,-290.4315533370267,0
seq26721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-271.9900669599239,-267.48776778902004,-289.05055849234,-266.4393342448526,-262.36192089988367,-261.44421103991186,-268.42317959274067,-274.3772506960131,0
seq26722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-252.49978082966143,-247.36019471041627,-259.46556796495065,-267.00040372623783,-249.4737181255385,-248.2975843764859,-254.70998672339272,-254.09814810894966,0
seq26723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-262.6033849248858,-256.8102134010382,-264.4695536463932,-267.43776990814456,-254.16230394247,-251.84517235601146,-255.19912722192902,-260.21075047946414,0
seq26724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-251.4059537605538,-242.902408139543,-267.701447152442,-233.32164329272737,-241.84937815404678,-245.446215301046,-230.1857302935192,-256.276651068328,0
seq26725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-303.8151563323645,-295.5806748001667,-304.3478921845656,-300.3846815538388,-286.04937959686185,-292.97248263010266,-288.01008343504185,-304.18902357811345,0
seq26726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-274.73143039887196,-263.55450343606356,-271.85035582762544,-271.75207177445077,-255.1454019617924,-266.01833139343637,-264.4016253962653,-269.86472073156415,0
seq26727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-305.72353453635554,-299.0850891845241,-309.11709628857034,-301.7533461543827,-292.88694418798036,-299.9249735895718,-301.05548883152204,-309.0690661113228,0
seq26728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-296.6373492535772,-284.57989439956,-297.6823596616267,-290.5652285020971,-274.1710646800011,-283.9819605150314,-286.0612911062219,-292.50075485702274,0
seq26729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-327.07006681279887,-318.611436772993,-331.3414956318515,-321.4951681534351,-304.138855193953,-316.7324812343182,-315.8330904274599,-328.3196320945197,0
seq26730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-237.3427235297197,-221.17815446730125,-267.5395327802433,-216.6203723897408,-217.49601877523384,-225.14807496650076,-209.04094878198592,-239.91055390611004,0
