DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq9301,-240.0045926820537,0,-268.7821138002172,0,0,0,-245.24073877470337,-248.7098787452298,-232.42643623540792,-225.65791697011966,-243.18038552970702,-248.37966623939593,-242.4259804274846,-248.82469268324317,-267.8053790721572,-262.64680243916416,-254.12053823960915,0,-239.689091370842,-238.83989653979154,0,0,-244.15011359292305,-255.4063557209646,0,0,0,0,0,0,0,0,0
seq9302,-238.5713851742612,0,-280.70907947567184,0,0,0,-241.34868873863607,-246.85319220693012,-240.62264105574792,-244.26577319256674,-242.31152168420942,-265.8010072985631,-243.5372437282945,-240.03720937875332,-261.9076064913851,-260.6592941875686,-268.85156980907794,0,-238.79818105999064,-244.4004611079304,0,0,-264.73049305423694,-247.79350351304277,0,0,0,0,0,0,0,0,0
seq9303,-235.24659511019172,0,-257.21652166119344,0,0,0,-248.85455131103475,-232.72575272548468,-241.1116831012472,-255.2286095623457,-240.40216389621276,-255.8010802551796,-233.03750741398432,-269.4081564840887,-256.7224999592044,-284.56415595818925,-266.2085250057305,0,-242.9026452688087,-227.07623325774045,0,0,-256.9422579371947,-252.65203695349717,0,0,0,0,0,0,0,0,0
seq9304,-243.43425166382212,0,-274.26121241537834,0,0,0,-251.74646888300444,-276.57396164948307,-254.716207520175,-279.3705705272311,-251.6002087826372,-278.3497443953802,-250.679145847899,-287.5133156384231,-272.97111495565247,-289.8688988600857,-274.248867940901,0,-272.3004515459298,-250.95311266445773,0,0,-290.81464345310314,-281.07863267825275,0,0,0,0,0,0,0,0,0
seq9305,-260.3655565079288,0,-276.9607776362855,0,0,0,-269.3629570548107,-266.1655085853661,-255.2045126877204,-262.3156305180688,-264.6114995428511,-272.86115044786004,-255.62529004197597,-274.3424992624057,-271.920948368018,-285.5634888058797,-278.84118026817407,0,-267.5177239816809,-255.4258214649939,0,0,-268.3062277814511,-261.2436329801577,0,0,0,0,0,0,0,0,0
seq9306,-229.70581096484574,0,-268.31003316917787,0,0,0,-229.98588902349573,-240.64190321833289,-234.14691126428258,-243.63477589298392,-242.4333426787742,-254.58013692070722,-237.16585802758425,-267.5217722491644,-271.23685322527353,-234.14516156098432,-212.7197016835207,0,-247.16049833966002,-234.36670255130332,0,0,-253.71674588055996,-263.5391791026218,0,0,0,0,0,0,0,0,0
seq9307,-262.3827031630473,0,-261.983944378032,0,0,0,-273.13046780688387,-286.322249405108,-276.35091143796546,-299.8703718275627,-261.5942360297727,-301.4633411334913,-270.6794046427089,-307.08494224541255,-230.7293326235314,-328.8330700969505,-293.7461206533266,0,-303.50271150108085,-268.9265695461675,0,0,-307.5730547172184,-289.50235122224933,0,0,0,0,0,0,0,0,0
seq9308,-226.52632537634312,0,-266.6799429878389,0,0,0,-216.67947176533184,-211.00382996827057,-238.6651839722122,-235.0482905070739,-236.14033391281967,-251.38968531246923,-235.3832860040715,-250.06172651996982,-265.2516515562284,-220.5889487607789,-230.40937015597055,0,-229.3227408986613,-226.16211511838944,0,0,-255.40405337316113,-248.4200691120596,0,0,0,0,0,0,0,0,0
seq9309,-267.79627204384957,0,-287.4984266537594,0,0,0,-283.006577205233,-280.2037416392699,-277.0546086982696,-290.0892439487795,-252.07143490228148,-298.9189332275366,-277.82576247800563,-288.4011756174922,-276.6810651078362,-311.68669856059245,-298.6510720762854,0,-285.40989711713377,-262.7123540503521,0,0,-287.9175492603089,-282.0118512088112,0,0,0,0,0,0,0,0,0
seq9310,-256.142004512766,0,-285.97998154147155,0,0,0,-273.89527313602287,-292.65152271032184,-266.3173019148424,-298.5502411863909,-280.7676088028272,-300.63494723732987,-265.01793867848636,-308.84163690129134,-293.98595193008646,-334.45163219553734,-290.2061336414545,0,-289.5097773645365,-269.2591580382968,0,0,-312.0375236059272,-308.68970236219303,0,0,0,0,0,0,0,0,0
seq9311,-254.68954535954475,0,-283.3246579369222,0,0,0,-240.6510281028336,-261.2071059979316,-257.80725134777316,-248.20897161314838,-243.70074133727658,-268.0580783844763,-254.51161204372465,-231.6311563182583,-272.21627522619906,-273.77668486285916,-273.54094427640393,0,-243.32935608237312,-255.7685155317605,0,0,-277.89374842438804,-270.5186177261951,0,0,0,0,0,0,0,0,0
seq9312,-249.86561475492553,0,-278.0021769384077,0,0,0,-256.99222426675755,-255.03059805750806,-253.14743478061706,-289.25647262279614,-250.72391994738996,-292.36776020257486,-252.193239732733,-285.036146568003,-282.45311461298724,-307.9287835944041,-285.12911433373023,0,-271.3175314906961,-250.77750731559624,0,0,-298.5591522433864,-271.1118012951363,0,0,0,0,0,0,0,0,0
seq9313,-252.09021039937656,0,-280.3118022867681,0,0,0,-267.838186839402,-291.4493843382904,-254.97328960743488,-293.03319816209523,-259.77546691953285,-278.0590766551281,-253.90058604050725,-300.75988156359097,-279.4825039889055,-308.9228036350285,-273.9331958172201,0,-291.4078458094964,-257.539460848785,0,0,-290.8223172743378,-289.4962528868536,0,0,0,0,0,0,0,0,0
seq9314,-304.62881628913004,0,-322.12028525645826,0,0,0,-316.36975185109895,-328.8302743597139,-316.5970047784859,-338.9177984695345,-311.5600367382279,-322.57252857275637,-301.68553263024944,-345.05671842044586,-321.3888054466456,-362.145079804139,-329.73906770793485,0,-332.210329518673,-289.26027682978554,0,0,-340.3294824794958,-326.4731870210798,0,0,0,0,0,0,0,0,0
seq9315,-268.1368875716629,0,-268.0195819567547,0,0,0,-267.54741203820663,-295.7728879910639,-286.55559484170226,-310.60072931200267,-268.93553525465023,-304.9066247225687,-275.23511065118845,-317.62787316296925,-282.1848359118653,-336.6097668428169,-297.430860780735,0,-308.0589231191588,-270.26786740563944,0,0,-330.27686029507527,-314.9707416993518,0,0,0,0,0,0,0,0,0
seq9316,-265.36306930069054,0,-316.5614375248643,0,0,0,-295.5373407340165,-312.95977726502576,-286.4496667019867,-328.92910547329194,-307.6184624927719,-324.8359628140552,-274.73413755562893,-343.9336671871963,-330.1925709861505,-364.86961232282016,-299.7278951929088,0,-323.63345809775194,-290.86110923932875,0,0,-340.9768647324432,-347.88203029946686,0,0,0,0,0,0,0,0,0
seq9317,-256.87188809299704,0,-301.69672241476167,0,0,0,-259.0899700140865,-282.8765558273789,-273.3399659572907,-289.67263042357735,-282.9136253837538,-277.15726454648734,-259.10825468495074,-305.4437144500882,-295.3928578709662,-281.42342504643324,-253.61629340196444,0,-288.90195916511243,-259.81578593039757,0,0,-298.9724546978757,-308.0950861493928,0,0,0,0,0,0,0,0,0
