DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq8701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-296.91007985262934,-287.1303515201566,-298.4555327974469,-292.18903445918994,-277.5764216398865,-288.92724664447155,-280.48849016088496,-298.43892609972636,0
seq8702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-315.7572674193694,-308.07291312620765,-319.06690227042105,-316.41758577825505,-299.6669555382,-306.3331721824623,-310.93593759579306,-313.59276546371177,0
seq8703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-301.351547096085,-291.74818287411847,-300.4279459623849,-286.9085582366626,-275.17653549221404,-287.7397285175295,-284.3937650601992,-296.80109497280705,0
seq8704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-292.6165298904933,-278.93362917794605,-301.7779730426755,-270.61134464637,-278.6807657992543,-276.6734341914109,-269.3632566703041,-292.7542090620896,0
seq8705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-264.7400224561657,-257.93967929476366,-272.3078354432885,-269.5066667697857,-253.35774429111743,-260.05515530038855,-254.51246290448734,-260.31110508485835,0
seq8706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-260.13000069395844,-253.17912306467085,-265.8725137282953,-257.6487649822656,-247.56325274354225,-246.57858061817896,-244.60813332453952,-257.43784277426477,0
seq8707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-324.45073318772137,-313.33199706371283,-331.42567310521963,-318.3376804478659,-303.5539962580863,-314.92977865516633,-313.87234098575834,-322.28830726682077,0
seq8708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-323.2898744365155,-318.49961917153945,-332.2851287597309,-326.97540942191,-315.9947826087218,-314.8447632742808,-320.44223347446757,-325.50177394004544,0
seq8709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-300.70667450116696,-293.48807064276906,-300.4053883114383,-295.23206784410166,-281.8714105671716,-293.8717604746018,-286.07140773113247,-298.8111561402881,0
seq8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-255.99651423344315,-252.0329365316778,-272.050192337438,-251.52512520165538,-244.3469074036194,-253.04599326882337,-240.29464546932442,-261.08140810454483,0
