DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250.7718454449388,-242.7444006923605,-264.41587437042307,-256.62350545386505,-249.3518542428799,-245.88524034461273,-248.71774197805158,-250.11451845722314,0
seq3002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250.7308801288454,-244.55125518662592,-264.6800853138388,-245.09346475406664,-234.69644267303678,-243.86633603883504,-232.56105367955539,-257.21569550719477,0
seq3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-248.69848526629474,-237.18591005729576,-264.79791684893877,-224.7371390787182,-231.1965464807572,-238.05062999440483,-224.43349245943915,-250.03001916809373,0
seq3004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-292.65002735083493,-280.9045084039416,-297.92009912665844,-275.71389469123704,-281.5846607563651,-280.2527654838831,-275.71745575238145,-294.3280412742852,0
seq3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-245.5046325963894,-232.25112770729905,-267.2936395194372,-240.21851984375644,-225.1165200362888,-239.98870164325544,-227.4986782634561,-243.3166588136883,0
seq3006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-328.0612763900059,-317.2945065523094,-329.68750559267215,-312.58713430822,-300.75411066637673,-309.80680258371166,-309.1140886824508,-321.7506702721179,0
seq3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-262.3895378017621,-248.88349719556538,-261.39067850745505,-257.0633732127308,-248.26685208039984,-252.1021296288508,-247.97436978830316,-257.27084461095694,0
seq3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-319.3121100008442,-311.364632283297,-326.755416326128,-316.2258716782944,-303.1902568979379,-312.74312480054783,-311.6565202448922,-316.83815376788255,0
seq3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-265.4186339882074,-257.3024481184864,-270.1182467553623,-269.9806096084129,-248.27963351161463,-259.9665087906462,-260.42531192967243,-263.238924794206,0
seq3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-293.1267684268093,-284.0021682606007,-293.4151364055934,-280.6729390612007,-275.417613941983,-278.97927196435666,-277.3422835809908,-292.1178591923856,0
seq3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-265.980815285344,-255.7215191914911,-273.74703702204715,-262.4404691696825,-251.46777548595668,-255.9740209415113,-257.1718325523951,-260.94418835057303,0
seq3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250.74517257306374,-238.6202633908458,-263.7176334678872,-228.7835287107176,-236.32813031806063,-239.3395577069374,-231.8317817320332,-249.99854786810022,0
seq3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-284.0492426713015,-277.7536923574556,-290.5583973754433,-287.2049171624203,-270.55153016256736,-279.0334597338113,-283.35692817924706,-288.01254625049455,0
seq3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-293.1502796255882,-284.84826365535815,-300.5512957575988,-292.4027085586058,-278.93340713134074,-279.53525801664125,-281.59864751893457,-292.4999859614761,0
seq3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-294.8629907978678,-290.527789748324,-297.28226115096464,-290.63128274673625,-283.708355658996,-281.6206103484548,-283.4737319457074,-290.0899227771129,0
seq3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-308.71044554566924,-303.6699400125489,-307.9989404500629,-301.6638715241101,-295.1557856325593,-297.61216346148797,-302.0443031801461,-308.44319095036195,0
