DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq18901,-287.5968465110602,0,-307.2024406200511,0,0,0,-291.1130345498802,-319.9304650604327,-299.14788672212387,-338.1411530757833,-294.4860835885471,-325.95913935438,-292.10567230242606,-344.4134814104606,-326.6798623828225,-365.90168800428455,-322.46822896384776,0,-333.71912044083746,-284.2790255378017,0,0,-351.4216164093415,-326.16192188250443,0,0,0,0,0,0,0,0,0
seq18902,-251.93200397092951,0,-260.0464166506242,0,0,0,-260.79047906843533,-264.1146299517601,-265.34287720975993,-296.79097853237823,-265.1753057678604,-297.0170008065406,-258.7033897061149,-298.4283148169726,-251.3529343596856,-324.77957260011993,-294.27025184160556,0,-287.57026892777844,-271.21328056122337,0,0,-310.18840781031537,-289.0112691932427,0,0,0,0,0,0,0,0,0
seq18903,-246.70256167574868,0,-255.63521205878214,0,0,0,-234.9501805245737,-244.8425652464869,-263.98144902794604,-259.66576543344735,-245.44278875111027,-274.2322154197177,-255.23549020411986,-281.58507444703986,-234.6350216594929,-266.2407701007358,-244.81149226172028,0,-269.8778375944342,-244.4917975923859,0,0,-282.0022593503015,-269.4691168633899,0,0,0,0,0,0,0,0,0
seq18904,-257.78892099179245,0,-270.1686913069983,0,0,0,-272.3792739172535,-270.32663925832566,-258.5798192079661,-285.13371595556106,-249.27147617280812,-293.10378485269246,-260.5853080253831,-300.7612955500291,-284.37990483163475,-313.5582293991484,-283.39693721615885,0,-272.15374881827427,-251.54254216771307,0,0,-295.83308728388164,-277.238394144192,0,0,0,0,0,0,0,0,0
seq18905,-247.7333775771251,0,-277.7471658631543,0,0,0,-261.1420380248118,-266.7541037573121,-259.5044874171078,-285.9239171079191,-270.84390436786185,-274.6926906789754,-252.01827940365885,-297.19959369023724,-282.08678415377375,-315.0309224066583,-269.30615951720193,0,-280.5172963577876,-236.74731962005856,0,0,-294.7467133912195,-285.72258395894164,0,0,0,0,0,0,0,0,0
seq18906,-243.74373205506168,0,-274.75726858372917,0,0,0,-239.323043064017,-229.18674908784683,-244.9464743527095,-225.40030531194378,-248.32480277653752,-260.9515079486617,-248.1243096559971,-245.01739280154294,-265.1405942926551,-233.27684557382264,-225.51465575431206,0,-223.30260697212321,-244.79569238890818,0,0,-248.20945930886708,-246.80382696048235,0,0,0,0,0,0,0,0,0
seq18907,-235.03065452518877,0,-274.98003154152514,0,0,0,-245.84089018000526,-260.7080886275343,-237.6195600902357,-268.52718056206606,-254.02319843018566,-263.4119749573386,-225.437799776736,-273.8507495839251,-256.2398857380176,-297.83567930786234,-269.6928345630849,0,-266.9677839369289,-231.13447771649828,0,0,-281.1229069940046,-250.8658227412256,0,0,0,0,0,0,0,0,0
seq18908,-529.8387915295291,0,-548.213433977999,0,0,0,-535.0591744137557,-534.4804036967721,-518.9766586137058,-509.0001295772632,-529.856910503886,-540.4467620380582,-536.812211585265,-526.2530471894001,-541.2717319349845,-555.3022444421271,-525.5321085075395,0,-520.3349306279966,-529.6920389512147,0,0,-535.7230295344842,-531.5456153523286,0,0,0,0,0,0,0,0,0
seq18909,-253.08066642616413,0,-286.5489597098668,0,0,0,-271.4888880717928,-274.9592228536867,-271.2363854827778,-272.0340662962513,-248.44389827345267,-300.4522823259924,-266.2946424733025,-277.78598205217736,-271.7171362708961,-303.135718563881,-295.04920067719667,0,-261.6797334511067,-263.72004278736597,0,0,-292.20290037861207,-276.432448784856,0,0,0,0,0,0,0,0,0
seq18910,-247.8477628174815,0,-287.60677736486844,0,0,0,-250.51249098597182,-254.39275989314123,-252.96044465576486,-238.6572872117303,-248.4475368749314,-264.8152380383055,-255.90081338433149,-247.5130601168865,-280.4619645608353,-280.3835479735903,-262.9016277755994,0,-234.18983227038558,-252.8439632177086,0,0,-261.1795508800858,-255.06031780048858,0,0,0,0,0,0,0,0,0
