DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq9001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250.13128193286073,-237.8363466217037,-270.87013210197813,-228.8495046735391,-235.16569257920654,-239.83753963129092,-225.90979940991187,-257.2173479150056,0
seq9002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-251.60530572918344,-247.79380371125228,-266.58919914879596,-252.9963608945463,-243.30064099533777,-247.74081993065641,-243.0133872276946,-255.757422159061,0
seq9003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-289.6080585182748,-283.21292856707504,-276.6116484699798,-287.9047670091083,-272.22526413692344,-282.0698127053469,-277.96171474617836,-287.0308665268846,0
seq9004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-325.6656812493247,-317.7034115936076,-321.44580619315565,-320.00987959573484,-308.72074525025505,-319.2369450808507,-313.5568763884802,-323.55729381895185,0
seq9005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-256.8679295735972,-255.66047900610283,-269.5173510218849,-263.3504950809595,-251.7138580494721,-254.0672904415285,-256.2510686280717,-264.4215067960571,0
seq9006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-203.4686571245784,-203.3499608897642,-243.07687688203944,-239.64584120206655,-220.33548515686797,-218.49914256253663,-227.6155350325761,-214.16453777922408,0
seq9007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-312.3119423409761,-306.9778969710248,-320.4649661032295,-313.9175300736814,-300.2873022819602,-305.60252806807205,-304.59252825806533,-314.1775282694459,0
seq9008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-294.0354805579497,-284.4339133872669,-296.23407532498413,-286.67988292599813,-271.668845591784,-278.87706458092384,-283.6654341808861,-289.30100182482096,0
seq9009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-334.1763001359649,-326.71673493645324,-335.6279878956969,-330.6444576994136,-318.8739791450516,-322.1054409644558,-324.19460285250113,-332.34502083103683,0
seq9010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-253.1467920064321,-240.2100524487855,-266.4780741016344,-227.42455276358734,-235.77711020949943,-239.6143893519018,-232.23938801455893,-254.94556007827046,0
seq9011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-194.4997908828123,-205.3090831330175,-238.2046125522257,-237.33519428940713,-217.99710950652445,-205.41010394954873,-235.03817331711332,-198.42354696532615,0
seq9012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-282.9442068315889,-274.3330489607854,-288.9852386542193,-282.6030508856451,-263.7796472714797,-270.44719123653584,-274.10972055179695,-275.1503931201398,0
seq9013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-293.603011534281,-283.0710575557835,-308.76213685778123,-289.17716235308467,-279.95935682126907,-286.70396884617713,-286.7325995192502,-295.1567620871245,0
seq9014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-267.14665650771747,-258.8697987231263,-283.77708178711265,-267.90388975702587,-256.1066646109553,-260.3542983537032,-256.4718133029319,-269.0869953227032,0
seq9015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-278.4437292793817,-267.97145827107096,-278.1722372267898,-277.9512732370527,-261.76975034626264,-272.7979956140246,-268.7973943035882,-278.0954645155844,0
seq9016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-313.22634156050725,-305.53404493003796,-318.69442476132554,-308.4847660887551,-297.8588374595043,-305.0154702209165,-309.1941309801895,-312.99502453755565,0
seq9017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-299.3091450924694,-296.00320596051034,-305.89450717991485,-297.0297512768326,-287.67782515005155,-293.4412414282055,-293.3020154097202,-298.78510535008076,0
seq9018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-284.96513633817085,-279.8016554930479,-287.3031955539246,-286.94619818260736,-273.6658143553416,-279.4072412926561,-277.281065042581,-285.66003416782667,0
seq9019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-326.0769972458017,-318.0438053525637,-334.30046980410236,-329.78207852467085,-312.70322664298635,-316.13408863460904,-324.82448400993326,-324.9509070871647,0
seq9020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-322.75524204295414,-315.2139304562148,-312.73648097201396,-325.31259593043075,-303.7283690755322,-317.9239829413901,-311.9348441921278,-318.35457880373093,0
seq9021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-278.75642728126604,-264.5173693068357,-285.56076570015006,-254.66137435756804,-258.638156085938,-267.72944758126806,-260.5396628260259,-275.5379068196805,0
seq9022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-313.0912161491733,-304.72785041419996,-315.69399117215085,-307.4028952922822,-298.20084296438023,-306.4862963806084,-307.12054585310653,-314.43159432095916,0
seq9023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-340.3517426886723,-335.93012565094574,-336.1582445715837,-341.80410384880065,-327.53502647495975,-337.75077633997125,-341.35486792901986,-341.09946926874414,0
seq9024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-290.7380668908282,-285.607808991367,-289.3166236406708,-290.76369841534637,-284.283958596398,-281.00385098858754,-281.78971637047755,-287.2722863046546,0
seq9025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-272.48009381812943,-261.86318865561077,-278.0153397667756,-276.25696510942635,-255.58474267856406,-268.0073264099275,-271.4836815157075,-276.4214855409713,0
seq9026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-270.9264834544409,-264.61873403074304,-272.53961272015084,-269.4431097061293,-257.2610593837117,-260.2682092227629,-259.249332046689,-267.733738493716,0
seq9027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-334.5311285000405,-328.59207444004863,-332.1484123341427,-332.87607308639485,-321.74721951782476,-329.142112662687,-329.7877930507848,-337.25606032860463,0
seq9028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-325.04776668275184,-316.1106484627815,-326.93994729851727,-321.7071184364556,-304.7944886524341,-314.49883158182655,-312.74044816830116,-322.0256904839831,0
seq9029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-283.6884046252356,-275.96941469520254,-294.3162535158705,-280.4590612587457,-263.6000000359654,-276.6969429569201,-274.2714297904233,-288.58619714367774,0
seq9030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-313.14890343624205,-307.482014230632,-315.7011146909687,-316.89723709448793,-303.10728012344197,-304.86815385419004,-305.92314441586586,-310.70168370833613,0
seq9031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-263.60886912811605,-257.83165720023084,-263.04071022619604,-262.2055580226036,-252.5281913175536,-254.99768736751196,-254.77584156457672,-262.19488819887044,0
seq9032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-252.33916176447198,-249.56481774479488,-264.57779833385496,-251.87352459050544,-246.01529115087885,-239.45464542002193,-246.99827702451805,-254.72967807016994,0
seq9033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-270.5029892108417,-256.0723467543364,-279.4739873841294,-245.52091799746105,-246.51542614027986,-255.6195682737088,-240.946086470911,-268.2730879779194,0
seq9034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-306.65654301380795,-296.39952334237955,-307.95301683227854,-300.3012276504248,-283.6059744637813,-296.0870355528413,-289.7272180042146,-304.9400646181196,0
seq9035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-212.64256212653018,-210.6702474040559,-241.4139649701862,-247.3563326230771,-230.73326434773506,-211.8285946576266,-241.29998225721968,-208.5135885978372,0
seq9036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-283.8018139402459,-277.8305025011059,-297.40000358847294,-284.14129930982637,-266.97343578431486,-274.4697507535863,-273.2610073124404,-287.0312770211117,0
seq9037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-282.9757700575218,-275.5012471551117,-289.9925712094943,-280.01472693103864,-264.6312429216741,-271.1113556253288,-271.03557471095763,-280.7424850167263,0
seq9038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-291.41992911237907,-282.4853755260652,-295.8107062628654,-291.0392104510024,-272.9999424667137,-276.4772579993292,-277.96217735309415,-287.12489675779915,0
seq9039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-580.5582297739451,-574.4153866439622,-579.8326151858635,-571.0351749061573,-558.58963273973,-570.6198914669795,-572.8702426472522,-583.4943000718647,0
seq9040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-312.47734221885906,-305.2348462327651,-310.2645644873148,-314.02080593516325,-300.9141931554679,-304.4554090098459,-303.6101086227297,-307.1281231761719,0
seq9041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-322.51476198597453,-316.9333833246731,-323.8340160256954,-326.3520067749912,-314.3714295623132,-315.67836947153273,-321.17415369814455,-320.7046763067489,0
seq9042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-302.8478469117477,-297.57491972521217,-306.60893437526045,-298.1690470061896,-283.9626225517092,-290.9000294077965,-289.45291139717216,-302.45704831588125,0
seq9043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-284.4352725788736,-274.1881979745908,-292.3207333844945,-284.43548652905434,-272.1566019607359,-273.7010954411134,-279.4590023829588,-281.5399941336836,0
seq9044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-279.2447712033168,-269.7320451172917,-279.01441696354175,-276.2197255476447,-257.4922786253562,-270.0794393938086,-265.33081148710363,-274.3828981830269,0
seq9045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-309.7219415478434,-305.2132210094582,-313.25603919245617,-310.37286064178136,-302.56398498782113,-298.6453225554289,-308.99668804513766,-303.97897466942106,0
seq9046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-286.2206788136038,-279.8055242339659,-297.9968738527076,-287.77538002651613,-271.2832273012112,-285.38551993665834,-282.701140092669,-292.8765597019284,0
seq9047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-251.86008130513795,-243.8573523761396,-263.95063631807255,-253.80477005683622,-240.09957431158492,-247.90594090880845,-237.96542368249123,-256.7011298612821,0
seq9048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200.40112098423722,-194.52892715241876,-233.56932588867187,-228.70996579212996,-213.53159975480577,-204.54414940608925,-222.73014430809582,-185.82054784655264,0
seq9049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-279.4722469090171,-270.00277767802504,-289.5929301790838,-279.9278573224353,-266.67308666676354,-274.9010533404699,-279.76934322943214,-279.3457638835024,0
seq9050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-242.8323698128934,-232.87987427812732,-251.83137426324924,-242.7732436375024,-234.41039136899295,-232.19199439292527,-230.79271717178673,-242.7713140630761,0
seq9051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-298.6572248843381,-290.17813985107273,-293.63938415342733,-290.48819928582805,-285.44642908397316,-286.19173848977323,-275.71759599851157,-294.4747419661266,0
seq9052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-231.21441383520187,-229.35450361328083,-256.1728500823442,-223.1010892389351,-224.6895805963182,-224.84361335125556,-222.7513786433103,-230.19004097487058,0
seq9053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-286.9738222418996,-276.4958669389454,-294.80205995523517,-278.21019313076766,-262.5680714461636,-277.13616609559074,-271.7723291432698,-287.628069075095,0
seq9054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-299.01404488595693,-286.88674166579983,-304.89578096415113,-277.59926750718625,-279.28648339827765,-283.3684449621168,-281.9130530418326,-294.94974481644846,0
