DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq22801,-232.38659067246581,0,-274.60209153048277,0,0,0,-239.37386352655054,-243.01090432219087,-224.36768969530212,-221.1972129290495,-236.22685021958,-253.74852472537154,-233.95949781331956,-223.23873551170226,-255.35605815568033,-251.35421084488314,-246.5985008303901,0,-220.8873336472401,-233.35013515902537,0,0,-239.83218485304107,-250.2212989160777,0,0,0,0,0,0,0,0,0
seq22802,-243.58600247328158,0,-280.2780733996866,0,0,0,-256.3274322391905,-265.7664465137378,-248.24414914312197,-262.2908342581812,-255.00068544851516,-251.51137034632887,-237.29838547999512,-281.7659106692019,-264.5478618883616,-306.7410010178981,-268.99128358465885,0,-260.5798823367085,-235.86158545142612,0,0,-287.70442799674043,-260.9412449195193,0,0,0,0,0,0,0,0,0
seq22803,-242.16658493546433,0,-267.6814330151673,0,0,0,-248.05459963404485,-262.5282890785394,-251.3805723846664,-259.1280374590535,-234.93803186806446,-284.18100820877646,-253.4663990472662,-262.1533944477701,-277.3869152735067,-274.170783436392,-278.9339687625069,0,-245.88686034499497,-245.72540012174116,0,0,-265.9512772293382,-260.23806233785086,0,0,0,0,0,0,0,0,0
seq22804,-267.62419042183575,0,-313.5135496828219,0,0,0,-274.04400495670325,-301.7972996561667,-270.6174163055011,-303.2483861735384,-284.5863855801413,-294.1907827918914,-274.6727161545007,-307.90808230085315,-304.04845114166613,-331.40178269427577,-292.7776970325541,0,-290.83394760693903,-267.3588286643003,0,0,-317.37951106964056,-321.8445448733849,0,0,0,0,0,0,0,0,0
seq22805,-341.4612744215362,0,-340.6621830248294,0,0,0,-345.5116447320355,-338.4465679263,-345.6460639623137,-345.4138384999903,-324.9357365445507,-344.03735397233856,-337.65338908130565,-347.4057415427573,-353.6261532965781,-360.5956529244172,-346.1842780135848,0,-345.55741001853136,-331.2736748927494,0,0,-345.83772453919164,-329.78726897207434,0,0,0,0,0,0,0,0,0
seq22806,-250.90651613330618,0,-274.0695044056582,0,0,0,-248.0019681973557,-256.7096334465708,-251.3299897820707,-231.98463741921697,-238.6120454197682,-271.80414230257185,-248.49240092968216,-195.29423482695623,-267.0254600198384,-269.5102916879814,-271.44102826848655,0,-230.36599560888362,-251.26655719359894,0,0,-259.9869148057591,-257.4021429025936,0,0,0,0,0,0,0,0,0
seq22807,-246.30472269603757,0,-266.76165209176435,0,0,0,-241.70924576709027,-255.31592641078964,-255.16598801210495,-252.09848107549396,-233.62362137932914,-274.0467361566871,-252.059207977572,-241.07084334145267,-272.5345364020108,-272.318394193381,-275.6765795588791,0,-244.11308499689966,-244.59482535760392,0,0,-263.2537655734657,-244.8189660058952,0,0,0,0,0,0,0,0,0
seq22808,-287.71583437867747,0,-302.5527941626986,0,0,0,-300.1422150416865,-299.37399089065696,-298.98892872129267,-298.94094955668197,-284.85727928881914,-318.08798119198184,-295.69469251172484,-308.7331201597842,-297.50310586499427,-331.70223425707866,-314.0758868713773,0,-292.97278196551906,-289.5982860978511,0,0,-322.1716453569573,-300.4428544595225,0,0,0,0,0,0,0,0,0
seq22809,-255.03332041228862,0,-282.7067190872137,0,0,0,-255.2330157593173,-251.51198089698656,-259.8998212967782,-235.03827426670443,-253.4234530601405,-276.23272751518755,-260.72962399915014,-249.06959776288767,-275.33632864605255,-244.55785348734946,-234.81670623366276,0,-244.97766973344372,-258.97872548312375,0,0,-254.04822332348868,-265.17711807993146,0,0,0,0,0,0,0,0,0
seq22810,-246.27702283858832,0,-264.7801061235884,0,0,0,-255.46001490483314,-262.8816424071459,-247.10150719048787,-237.62800514944382,-245.14814370393535,-282.0174851434718,-248.34308111109567,-248.05922836727473,-267.9393423720582,-275.10229131990127,-267.6780548120793,0,-237.43511191710041,-247.79934273605863,0,0,-258.2720112721692,-260.0014910200511,0,0,0,0,0,0,0,0,0
seq22811,-235.12228416362993,0,-267.1285745225501,0,0,0,-254.20493028206133,-259.4307488567984,-240.6480103519451,-248.27906189873562,-235.69756630708775,-262.9452005252442,-244.47260002442044,-264.8208203414385,-255.0358411599452,-273.86823773739644,-265.5310451431823,0,-243.65097632734305,-233.81107423228408,0,0,-244.57672967408342,-242.38689018488293,0,0,0,0,0,0,0,0,0
seq22812,-284.93753621280683,0,-307.16697502557383,0,0,0,-301.9953851932094,-295.011629977809,-284.3060596942466,-313.6452779765974,-296.82022078566513,-308.49861814157805,-286.0160410742457,-317.98329196175126,-307.22211542834003,-335.6557640918754,-316.83317410976724,0,-299.22747582513,-288.48649837947767,0,0,-324.2138809218091,-306.0314452987993,0,0,0,0,0,0,0,0,0
seq22813,-237.60008482440838,0,-258.86118471955353,0,0,0,-249.10233133744862,-262.2509668679331,-237.43238691931634,-253.7595965381224,-238.89008020398296,-272.5070012272669,-246.0634252908839,-263.1466167817453,-267.3870890745749,-272.03845883955927,-264.78264971269647,0,-251.8499327290455,-238.27122567549932,0,0,-253.1339519574088,-254.4144023102542,0,0,0,0,0,0,0,0,0
seq22814,-246.16112926909028,0,-263.3791048069462,0,0,0,-257.3395989836751,-272.29037553296683,-252.01158782620092,-279.5619340451867,-240.52258485134558,-282.55391915439674,-256.9113815007421,-286.79273547770237,-269.1471472625149,-300.7192929984858,-270.48103951471177,0,-272.89490558630143,-247.13462663497853,0,0,-286.59172314891623,-276.8716747516605,0,0,0,0,0,0,0,0,0
seq22815,-257.9884296978045,0,-284.71673581017905,0,0,0,-265.2685758164662,-274.6310343832112,-265.8848501348571,-281.3953971702744,-258.0024692241192,-303.58793222903296,-269.35710899128,-280.30233439083474,-289.5134646190776,-293.6821159151046,-295.529532186834,0,-274.3889973516008,-260.40937642047066,0,0,-284.35723358476696,-284.2660345735215,0,0,0,0,0,0,0,0,0
seq22816,-250.0945077675738,0,-254.2962497062275,0,0,0,-270.2624111871958,-272.68990574998435,-263.8733697994708,-285.2591851441641,-266.20633574828634,-279.8633929176618,-254.06970800869277,-303.28482539555023,-272.02387575584277,-324.8731751461199,-274.391489259612,0,-276.5240755883413,-243.07381412941342,0,0,-294.11575230015256,-268.6916491533937,0,0,0,0,0,0,0,0,0
seq22817,-267.8120279228621,0,-289.5502307884434,0,0,0,-281.9228115339085,-302.04887190818783,-286.60948157687034,-309.9687478451694,-278.11805851218867,-319.1828672592012,-291.1192566013288,-320.3900788504729,-276.88217665378863,-350.006105124067,-308.27397002531137,0,-306.04082589168405,-282.8492681853502,0,0,-324.9533285958701,-315.9016439887472,0,0,0,0,0,0,0,0,0
seq22818,-260.04008904132354,0,-290.80795763931735,0,0,0,-265.1071448389251,-256.67410130764887,-264.9632641465256,-257.3439917115682,-259.52553715667267,-281.2715048367316,-267.2312404543282,-281.1035157357955,-279.47163612480085,-312.71743578108754,-285.8755113148428,0,-255.58028592230306,-264.70623855754246,0,0,-273.41237572892254,-276.59090202657944,0,0,0,0,0,0,0,0,0
seq22819,-247.29913076846276,0,-277.3476211591607,0,0,0,-244.78870858681876,-266.8582117868802,-262.00211586300077,-284.0687118462585,-265.91333780402437,-261.2658246779945,-251.34013637170213,-305.61682591073463,-278.45423590041776,-278.68334451037845,-243.7915302221929,0,-289.85071867643563,-245.65100153184807,0,0,-294.0355946413178,-283.03544373590796,0,0,0,0,0,0,0,0,0
seq22820,-237.25316619804684,0,-256.47320439081875,0,0,0,-252.5834693357798,-251.06317199374809,-232.9314721428839,-255.563650748402,-243.95844973656295,-243.48408336097887,-237.84481795951388,-267.18464277336227,-260.47718089722133,-271.4855210135238,-253.04841153683623,0,-248.1600563712094,-237.35884962504306,0,0,-240.7244862920438,-260.26547220097405,0,0,0,0,0,0,0,0,0
seq22821,-313.7542462472126,0,-340.4687297943945,0,0,0,-330.6280933421953,-339.9189868648509,-326.9626053033545,-343.95238699434816,-319.29279541155165,-348.2158824412937,-327.72502355298184,-345.83461652663584,-340.4770697267556,-359.94081917026597,-344.47190197752707,0,-334.52072208936505,-324.3547157614524,0,0,-351.12626233908344,-349.14336934769824,0,0,0,0,0,0,0,0,0
seq22822,-240.73908996728974,0,-276.36263728789896,0,0,0,-243.0677300545294,-231.65655197825822,-248.74993040874932,-252.11481203178846,-241.80182971714933,-268.1360492979165,-246.60142855811432,-253.27887512899434,-252.76291176147433,-286.2555434660151,-272.42044715034467,0,-243.0756439640263,-237.91572320308637,0,0,-268.3487444161524,-249.48881572250497,0,0,0,0,0,0,0,0,0
seq22823,-242.42183343938012,0,-271.3900955697963,0,0,0,-238.24265486577758,-233.61291749980865,-246.13638583650848,-220.99705665638535,-244.55776525558616,-261.4546412274502,-249.27649238098937,-234.41597643361723,-268.84445126065725,-230.36286906156303,-224.70946393275887,0,-219.15404700990305,-246.15457821244053,0,0,-244.15318776640973,-248.20024821444264,0,0,0,0,0,0,0,0,0
seq22824,-258.66649693511823,0,-278.9455824960866,0,0,0,-271.5204891826903,-278.20065172459493,-262.4030153372165,-271.42221943162104,-260.65170284145165,-282.5620111780324,-268.4469313525454,-283.76785006633173,-278.96355337959363,-303.10156316091496,-270.35357329295675,0,-261.84586835909244,-258.48320562688855,0,0,-280.11517632451546,-258.49308489838177,0,0,0,0,0,0,0,0,0
seq22825,-255.04040173481994,0,-260.0040722381433,0,0,0,-265.78851435751153,-292.67787151843174,-274.55201853762003,-309.8503853448387,-275.67438718954264,-303.37267686349577,-259.8269741303295,-312.48160853446694,-266.0167673920055,-341.2941830361905,-300.49270604579704,0,-311.388150067836,-265.64280897522764,0,0,-327.92783860718714,-309.10735611635437,0,0,0,0,0,0,0,0,0
seq22826,-238.85632642559358,0,-273.3317165499351,0,0,0,-243.12840306420298,-242.5431385967682,-245.53724262252246,-254.76309639520457,-224.98434074825997,-268.30708899797816,-242.68741620985435,-255.92058697043745,-253.87483435842,-276.2080823822356,-270.4665691519906,0,-243.8412654792509,-237.18191352798692,0,0,-253.52086531289203,-236.21639292706527,0,0,0,0,0,0,0,0,0
seq22827,-231.6007544758323,0,-256.2479660655378,0,0,0,-227.24457422799333,-227.23076585629394,-233.92417007059404,-223.93195197404137,-236.39529930014055,-251.3287707275363,-238.89080690212944,-245.04803404303013,-258.5794476600454,-211.22194318935345,-216.88521668751866,0,-227.19641728924415,-236.36419628358374,0,0,-228.17734572997023,-244.30097174757682,0,0,0,0,0,0,0,0,0
seq22828,-231.57889554415254,0,-266.32845444158204,0,0,0,-236.66788361020497,-235.23058815358274,-227.17217962229523,-225.85614942136536,-230.75529899792264,-251.08074279496745,-235.1582530960188,-239.00110440844801,-262.7876707194046,-245.60010890501613,-247.67896892924057,0,-218.47275692564543,-232.04544771936412,0,0,-223.86751207827606,-245.38978728618247,0,0,0,0,0,0,0,0,0
seq22829,-269.28098875005753,0,-290.48345360843075,0,0,0,-276.3146019541095,-268.3760857568161,-277.87617498016726,-267.7438927660418,-259.15962048232325,-295.7603116656847,-274.02670212585525,-281.073222500436,-280.15271720504245,-314.6159467825598,-308.5533327577842,0,-267.9991662111912,-273.5654488594934,0,0,-305.14138442586807,-277.3371191666862,0,0,0,0,0,0,0,0,0
