DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq22801,-227.86090963429666,-219.01466458247324,-228.35492272231988,-216.23829369185484,-226.4865377383318,-238.0846599796324,-222.77552196966974,-229.99157814821763,-235.6156022417665,-209.60789240376087,-240.70461703303792,-247.82156716168706,-263.5314285139588,-230.0836065268869,-238.48540147657326,-240.69491720936432,0,-239.6673735778477,-228.85283776632403,-227.31394107486184,-219.46548174771547,-225.7145565908017,-218.54697671652843,-215.06555563559917,0,-264.40730377354623,0,0,0,-271.73263165427477,0,0,-223.76666386874535
seq22802,-240.93168146167238,-249.65099013867902,-238.51929890792027,-250.55988817346883,-252.0181748360482,-250.32446101314642,-244.89389466772602,-234.6555700465469,-257.4572392345298,-258.84053526048535,-263.52462086826284,-256.8877831241414,-288.4592811158571,-261.6497300436964,-249.88251622144193,-296.4354259964503,0,-296.531738318735,-260.381488948594,-236.994113130998,-247.66214024432378,-257.628594573206,-251.79022070850056,-244.42587738948703,0,-310.61947677327635,0,0,0,-322.9847789051856,0,0,-253.22834829120274
seq22803,-247.40377338421183,-249.28810373716323,-247.35328880551583,-231.023532451563,-246.18272751217287,-244.29972623823707,-236.4467493961074,-247.67475321814246,-263.26907669856496,-249.6325359382075,-272.41187951131116,-273.2259551622822,-293.15625205522576,-258.8580134654599,-248.38309761918524,-267.05691386485984,0,-281.3128332618983,-240.41610241357532,-245.7377731095153,-238.96605263857523,-249.18503359771182,-241.97166644280924,-240.8122207575765,0,-297.6193572692139,0,0,0,-315.6657375850411,0,0,-238.14426404341427
seq22804,-261.3576600190554,-269.81635402944505,-266.63406817846663,-285.30891777392884,-289.68762829204,-273.12161393871213,-275.69644821722187,-273.95018347361156,-277.58415069311053,-287.72862110163624,-301.74637479653575,-286.1529332493005,-313.070161400217,-297.16540543785794,-290.64442385426844,-322.06337829597237,0,-324.62209009696085,-290.4223682552965,-270.02918514889376,-278.0515306141799,-287.14967466738653,-293.6518240387479,-281.30588765280163,0,-332.45604530210056,0,0,0,-342.4946130590216,0,0,-292.2923056446156
seq22805,-337.2188227141519,-341.9159758236154,-339.94165704494367,-330.73796587684757,-338.0980818484274,-348.03554288369236,-336.4884134186182,-332.9960572882168,-345.0470634576677,-336.6302630774858,-349.2290525003987,-341.12507619874435,-353.59054235380404,-345.25573737221805,-336.73029886249145,-361.4526878691871,0,-354.0061615290683,-338.6197338688659,-329.4997792635177,-334.04707402988544,-337.85989660150307,-336.3716730315498,-334.3539553116709,0,-362.520449660923,0,0,0,-360.31615141538356,0,0,-331.5520632328123
seq22806,-246.17947125688673,-240.12125537762518,-246.1724252203789,-212.93601588804174,-250.17263389540938,-261.7081505121636,-225.95129338970196,-243.31129800312274,-258.23176362574577,-226.71248065504696,-259.3521778669669,-274.8560880090722,-292.51827777292084,-212.8575934457127,-246.48175935110288,-271.00207187897604,0,-256.97574055470665,-221.1861392299206,-243.09461955161467,-235.7298018923044,-250.49519838732962,-245.4003772796384,-229.11361521009283,0,-267.917537793953,0,0,0,-281.0985950113233,0,0,-226.68285292525604
seq22807,-248.5424577272553,-241.12289901338644,-240.56998196357085,-216.58845802918515,-245.82466863215757,-257.59800445859565,-228.3788331689096,-242.87656422543458,-258.7111780597525,-242.26001940474632,-276.9917845033868,-275.74928949785567,-295.6112174395628,-224.47833548812446,-256.89815065853935,-277.74346414110585,0,-277.043738436625,-235.27352842446194,-244.08580992628671,-243.35304656664204,-252.8442460815879,-246.83431889706245,-232.9719762985138,0,-295.58715076356543,0,0,0,-298.85198495283197,0,0,-230.58884553134433
seq22808,-288.08839149906754,-297.6752738647076,-284.03745642291113,-284.5960312025603,-291.26878171464074,-276.13008179899686,-280.64973223210774,-291.5225663856571,-302.7257892091221,-295.24238557054684,-302.771793402923,-321.5234201248284,-336.7207723211931,-303.37199097157986,-293.8605147539506,-330.0785794399633,0,-320.94817136922825,-288.5244191380802,-287.00957718623874,-286.2048405928488,-298.0126794847761,-291.96591916057304,-283.13094473665967,0,-336.8979695123412,0,0,0,-344.6611158316024,0,0,-282.3487555601349
seq22809,-252.63875425144312,-248.89968300469067,-252.18221669939993,-235.15740447185482,-249.69594577752318,-265.2208054259908,-247.90562255491972,-248.9131155692239,-249.60012872534656,-230.2809947665292,-266.21424278713147,-258.2676714794226,-242.64464635116994,-252.76217295350364,-259.7481677981986,-235.21948099130987,0,-194.67469784589298,-238.1527656790275,-243.03942394382415,-239.1514750983795,-234.79497912531457,-241.93156875156873,-241.5960330906046,0,-261.08504143114214,0,0,0,-244.65897944355362,0,0,-229.3907316588906
seq22810,-250.14649130718774,-236.49259319570842,-243.77329110101476,-219.7138487528532,-243.74690548965174,-254.58656866782007,-233.71583432790152,-239.1484611450285,-251.21827840943484,-231.46323933810382,-264.10574683513875,-279.75311168608886,-282.31682400482106,-241.84397638506348,-250.18414952226706,-271.1602674610034,0,-263.7521754523967,-227.88332066698044,-238.98821854705287,-240.11035117991116,-249.2557124267896,-234.6850126228625,-231.0595522938221,0,-281.1791271101674,0,0,0,-296.48655350096874,0,0,-223.31671442341542
seq22811,-237.33687114031414,-225.9132126131728,-237.2537876234936,-232.52177749743112,-240.1948394238712,-240.98404504823455,-237.01002537226523,-233.07887934341383,-246.8135321339042,-238.5123877009771,-258.2754594072149,-261.4349018566809,-278.84835520206354,-240.40997284009592,-252.45323609717303,-254.0634977349752,0,-275.2667028713584,-233.8706260442539,-238.9053184514377,-231.970056346593,-235.95752683542676,-216.89141535569635,-223.005213959393,0,-280.12589179087496,0,0,0,-300.4618306387924,0,0,-237.13862460003062
seq22812,-285.70594011753246,-297.8636828188651,-287.2822221464587,-292.9483349766639,-283.1006742010871,-283.079545793749,-287.73474773129027,-288.2013357610958,-304.8492647950114,-306.4798968161063,-310.72495433098624,-310.50007974789867,-330.7989251289087,-298.7210248318114,-292.6629321565808,-327.93632895581163,0,-333.21322981269185,-296.8266925872522,-291.58647271841306,-297.08990881433925,-303.0012256775927,-299.564063583013,-288.0863975475756,0,-350.98414805312404,0,0,0,-356.6786358283961,0,0,-296.4903510092729
seq22813,-239.06242670491932,-228.48413649220942,-240.31863220084648,-235.21205950454637,-242.49416166578095,-237.3845657008515,-233.22382783304295,-238.063003447728,-243.86467852461902,-240.23705591881875,-268.9131213754437,-257.9009909748876,-278.73672409170194,-254.5119314639135,-245.81845130747277,-239.22167904639525,0,-267.8879043751885,-241.15676544971916,-239.5661039514503,-229.60805614686856,-239.6493509776546,-225.45991155736456,-235.40456036018554,0,-282.39448532059146,0,0,0,-296.57385399895776,0,0,-235.13673470734093
seq22814,-243.90756124661655,-256.0914578213786,-235.2457779703377,-259.74730883940384,-258.94565159578906,-241.4353489410188,-245.06158492408764,-247.0654613923689,-261.3280185369376,-264.20776269592596,-264.17455378404713,-271.2613171152111,-294.33082737101046,-273.0554629001611,-255.2687623855286,-292.3665215861653,0,-296.80414925998394,-261.05454571186544,-244.66322867754204,-257.22736926037027,-263.9029873015227,-258.65694272838937,-250.70868149216778,0,-313.6873255224245,0,0,0,-318.76730812043587,0,0,-254.6242804187907
seq22815,-261.1696236064572,-268.21058243013306,-256.40386962329603,-249.3036047883772,-267.965518493046,-261.2899895802555,-253.67050065521275,-260.74939351727727,-282.01262334952924,-268.42639744919444,-293.8470552559796,-289.3048976707039,-311.7353421629474,-274.22229552885767,-274.87382590073474,-289.8652575392655,0,-302.08560175390716,-257.1782672316561,-258.41240354204507,-259.4217146444473,-268.33925322191993,-255.28126082006244,-260.15813008980314,0,-319.07739610706085,0,0,0,-333.6346231282443,0,0,-248.66948569395774
seq22816,-248.63505041113632,-269.4651961665074,-243.63034166852387,-266.99617683586735,-258.33090599022813,-252.49332043370373,-258.6105598596478,-247.8007963995404,-269.8821919642214,-278.529173287049,-278.35989834643544,-281.14348706161513,-302.8452495511182,-285.35538502154606,-250.72812816700682,-308.56672601153684,0,-308.2646581746417,-269.86307009259593,-244.75726648158113,-262.0451791666686,-276.65649341705887,-265.26654413387826,-264.36094527818756,0,-329.5995582022651,0,0,0,-329.43687144459545,0,0,-258.70386699336177
seq22817,-268.4110036956682,-297.36657068914894,-259.24058705207574,-286.09368176690276,-294.08132387683486,-267.6345820649919,-272.1276096765036,-276.95796590648484,-302.53339096781764,-296.5742483150816,-314.0153876588379,-312.26535144658175,-329.98250547965637,-311.31118028593005,-260.05574317451476,-338.0906901524441,0,-329.1547541944648,-295.9379947918956,-281.61853510129964,-288.2817314510777,-304.42999384663,-298.2037229146844,-286.62161069498364,0,-355.20758683044573,0,0,0,-360.4582229209761,0,0,-287.96237941549276
seq22818,-253.28255173495404,-267.80845021332584,-253.30869767281104,-260.56334961861955,-267.49019789941406,-249.81931441441012,-249.62734770643775,-260.6960741252288,-264.7187011885855,-259.74919529503524,-265.0195144504458,-283.90299104092475,-308.41908644123316,-266.60687183748576,-266.92373143702645,-291.63486813396435,0,-296.3007087292712,-265.3682821974833,-258.50484941429113,-254.70411972382473,-269.4511694846567,-264.41519537833534,-248.65973973661988,0,-306.5348420016748,0,0,0,-320.26526604600264,0,0,-265.12434750479486
seq22819,-244.71398802022554,-271.42764924648327,-257.4064726615643,-277.05274770428855,-246.98981679808682,-264.5618128370805,-262.256913515272,-245.47882333029483,-254.9062774690418,-284.9790043623906,-285.59518417759654,-244.3112724599764,-245.86436185591484,-287.58168609570816,-261.5836049061991,-261.90707057891024,0,-282.83351293519866,-290.00883715955524,-237.25933803203267,-261.45100292636135,-245.19869449667232,-276.2409741389661,-269.6486658909204,0,-311.6451310250568,0,0,0,-305.4936131929765,0,0,-274.9353193357688
seq22820,-226.75959536879856,-228.26028594134442,-233.23223350321933,-239.10641752550492,-230.98799870626976,-241.23850736850886,-231.1760443214947,-231.77224841221786,-239.93614113964804,-239.3373852923982,-259.21919211524386,-245.38767052155296,-271.0799281412811,-239.77575752647104,-243.67378178388333,-264.4064162843751,0,-278.2507975609582,-240.29371287635996,-229.28278985649914,-236.99113055666555,-234.2727851581897,-226.0938090693865,-225.18904680820887,0,-285.1418413296021,0,0,0,-300.70804525363474,0,0,-241.4449470339581
seq22821,-319.0376265866962,-334.0424671013707,-317.90928488098785,-321.5938831432803,-328.6172614119624,-312.48478500153686,-315.4870810091381,-325.5844584370994,-336.73516056547066,-334.06260807379243,-343.23951163615953,-349.47238250520866,-368.0577868605144,-334.8919865949559,-330.9675331984924,-362.1605421791474,0,-352.5415534629718,-323.3137610476918,-322.15664763816255,-331.1954866675887,-341.0281184481906,-329.17775992062866,-327.489404829249,0,-361.9868277051539,0,0,0,-375.05279966986666,0,0,-321.87228045472625
seq22822,-242.24341870525964,-243.49143426692044,-236.35477486603543,-224.48234748071135,-244.48541395702605,-249.044064510614,-236.2597877582459,-236.4496124392449,-256.57803668108636,-235.71612148305738,-260.7846074357755,-267.35084263073605,-291.9763557472135,-242.74345603174126,-239.78211339224234,-286.0407149660564,0,-256.5230942691803,-230.66061906742212,-238.32478163858107,-240.42211961964966,-248.66498761451862,-248.56354919517372,-230.31748714053646,0,-273.87543361621147,0,0,0,-283.26977183012707,0,0,-217.81435735304774
seq22823,-241.26357983393913,-229.61820061735204,-241.8979373148441,-221.2331722607897,-234.5295797500122,-257.5942732194368,-237.72964850853654,-238.59018196256804,-235.79217779911997,-218.27989808415597,-255.50499293315443,-248.99811666865,-225.00273034661953,-234.96470048142658,-232.08155965944238,-219.62013191421096,0,-202.66068230281672,-223.2168521538025,-234.34009698463564,-229.6356768690761,-221.48168901639093,-225.07476706026037,-227.13671741712017,0,-269.51107921792004,0,0,0,-242.78019608826065,0,0,-218.3386769004852
