DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq6601,-232.43491657567156,0,-270.0520723389443,0,0,0,-242.27983291554688,-248.78972928528935,-229.06358353771085,-229.40331412720832,-237.03826280983304,-253.6870643178401,-236.26796494699974,-241.61131392519988,-252.97110830385537,-265.50191615739044,-245.23120612321713,0,-221.7325761532234,-232.098027359467,0,0,-247.3502053237009,-246.29165748284618,0,0,0,0,0,0,0,0,0
seq6602,-238.3442615080099,0,-260.81434555621314,0,0,0,-246.30313850640772,-239.933927946648,-244.05653265132088,-257.3636476285734,-265.7981846034443,-252.16438602901675,-233.2718171699175,-281.05844689330536,-261.18197971968175,-260.7156722500074,-226.92252233128696,0,-266.719647418974,-237.30023048579926,0,0,-266.75506423887055,-268.2551387272626,0,0,0,0,0,0,0,0,0
seq6603,-244.31564607594154,0,-283.35197994412505,0,0,0,-238.1745092223051,-258.3596987995994,-254.46673109650797,-248.62928721500023,-231.5378798278648,-275.47076047401634,-254.1324344360767,-238.4760954199001,-275.55525299551533,-272.6844215109851,-268.88290139648456,0,-237.75067045277552,-241.64693207503714,0,0,-263.24676612163495,-259.21792904940577,0,0,0,0,0,0,0,0,0
seq6604,-257.9751317341195,0,-270.18599271538733,0,0,0,-261.8460011789189,-263.7129279655485,-256.4919308070908,-252.54852738176461,-253.18220402206083,-272.71751066883013,-260.6207889415931,-253.7618253986338,-269.6482630776964,-284.05529019313457,-266.8593676568861,0,-248.99817324207882,-253.56358972999575,0,0,-251.1318569553141,-269.15854389360584,0,0,0,0,0,0,0,0,0
seq6605,-247.53263330363416,0,-274.45723677597033,0,0,0,-260.63051009302063,-257.83794247872106,-259.23266771401916,-268.53293396244175,-253.6262397602219,-277.5432578173873,-252.7412053518915,-284.89507544466494,-271.420998958175,-305.3619641075527,-281.09376849939747,0,-269.59006066853846,-238.0354533324137,0,0,-286.1029731180484,-268.2963411252009,0,0,0,0,0,0,0,0,0
seq6606,-260.4815399351994,0,-294.61319282175054,0,0,0,-267.0313847037285,-279.67313571935114,-275.11623447326434,-302.9269298406335,-278.64038373810155,-287.6948528038295,-258.30587956424006,-309.4871815196262,-298.01713014582754,-324.72771560761413,-289.09598648901556,0,-297.4693757288629,-259.94985934319874,0,0,-317.0687829289725,-315.2441155257709,0,0,0,0,0,0,0,0,0
seq6607,-241.45153350139674,0,-261.08298479055725,0,0,0,-239.74882303857606,-243.80376177675032,-246.75619253908292,-250.7871539523978,-232.30713338209532,-252.19550338059787,-243.90132233507407,-260.1989804084431,-257.0264595784877,-275.1111553824517,-265.89821214357227,0,-242.32581188349016,-226.27484167311724,0,0,-259.2760132547985,-232.09803458461622,0,0,0,0,0,0,0,0,0
seq6608,-287.2673754275251,0,-312.91478798521445,0,0,0,-308.0801962251319,-326.6703644890816,-302.03889240881875,-326.9952376289889,-299.8511966963923,-318.3097677017863,-297.0597529469366,-341.1828608804935,-329.2428055872076,-355.00385127716015,-317.38070399104,0,-322.43597102081134,-284.8989084950345,0,0,-335.56906431642636,-324.42044206556363,0,0,0,0,0,0,0,0,0
seq6609,-284.3371020158988,0,-315.7187201790179,0,0,0,-289.9826419972943,-312.7707024836467,-300.55983435328176,-331.5305289936206,-280.41747685897224,-321.10273939072204,-294.20088772752035,-331.5104808424561,-304.5396013263763,-347.2011262790522,-312.73187159535604,0,-314.25349846833063,-285.1602032941786,0,0,-337.1169025256761,-311.4420899824802,0,0,0,0,0,0,0,0,0
seq6610,-241.4599995228194,0,-282.7385085923797,0,0,0,-263.3590085769902,-279.8635360889903,-262.890374096306,-305.1454001827477,-263.2540896367605,-291.6193924849648,-248.53725274736092,-302.1868240837323,-276.319944198731,-307.06502636485885,-288.81154163772317,0,-292.4947847394314,-242.85264465469893,0,0,-307.8223991058673,-295.07157170450574,0,0,0,0,0,0,0,0,0
