DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq9301,-231.565168887858,-220.87488169396585,-238.48501675823928,-233.2316374212775,-241.23581977899815,-243.5432413184954,-229.54844312819841,-236.8428307243228,-244.78172676663758,-217.26879521908623,-256.7165863694569,-246.3870802383998,-271.27319004185273,-251.1982853157718,-249.17897513760667,-255.3035816308767,0,-249.9845642667192,-227.19804371583064,-234.42999101942618,-223.86921154691612,-235.5565110406164,-221.91028138316753,-218.18268981206333,0,-268.4395614160961,0,0,0,-282.67664104336336,0,0,-228.53632114318162
seq9302,-240.70048913718543,-240.30644060389113,-241.02639638660256,-229.29457714663263,-239.58426247102173,-238.06811806838002,-229.43681775882212,-234.55209419093262,-249.4103320745341,-234.4556922593419,-253.30401425883875,-256.02914297214045,-284.4294282153228,-247.43948856893888,-246.85630927256958,-264.1157111775521,0,-269.97103763175875,-235.39218964833657,-236.48517288232435,-234.90060073443453,-235.24789995703435,-241.30364004993615,-226.65553406840337,0,-284.96235674291466,0,0,0,-294.8134770214206,0,0,-233.28750865403993
seq9303,-230.59054666345358,-236.7631495471576,-233.1272988629714,-236.43556803490088,-225.68815155127817,-234.8932210314707,-230.43577209772496,-225.24661043631644,-249.9876773379559,-248.6870111601291,-240.92038351602406,-252.19193102764322,-280.52805428941167,-248.16265581353332,-231.64661472725058,-276.32576302297576,0,-280.3256831716541,-245.10156103534337,-224.91156335129503,-232.9733196405181,-246.88808385001286,-235.62812892740712,-236.81201544270397,0,-293.18380069011187,0,0,0,-301.00533678825764,0,0,-238.82368086585558
seq9304,-248.64520124267506,-259.44716959299956,-245.29185705426812,-251.26491713095035,-257.3877690894406,-240.30367119931108,-246.64815649615588,-245.22207584611994,-262.2190102965825,-272.85990653251855,-278.5622676790885,-264.8075287467181,-293.12928979837676,-273.3615430519547,-267.1992135352169,-282.13239490090444,0,-298.8575699306192,-261.70847170875146,-249.29208842539214,-252.75384875932065,-260.75372522704464,-260.5696811651943,-254.56351485823586,0,-320.77124799253363,0,0,0,-327.5636476724618,0,0,-260.85997603113384
seq9305,-255.62521791622936,-257.82109748599044,-259.32547767423426,-255.99801071483708,-263.65326187051454,-248.8585458337916,-255.3974371568627,-251.58095600213133,-265.450567662554,-252.54116251556124,-268.59182035828536,-271.4332000445063,-292.42683150335233,-264.73799475259136,-267.1344861762081,-274.595871076439,0,-282.634346685645,-258.68405692333806,-259.995699918575,-251.74590975383308,-263.09021725388277,-253.2596332426164,-247.18689280108205,0,-294.97307726013946,0,0,0,-300.4061232371795,0,0,-259.4872829190349
seq9306,-229.88660270406015,-228.7675772253515,-232.93798546897645,-238.50466604095539,-229.78049906821997,-236.88509325672325,-228.51426286753576,-225.48898301552265,-231.62388018443448,-241.32269823394,-244.18372898663975,-224.83827139207813,-224.9105137963117,-248.81347473782313,-248.53438115643345,-230.08074282759756,0,-224.09095744823125,-248.4345791952937,-226.62459469429052,-226.0308856166472,-216.28466416671537,-232.45647226356445,-232.6041555618534,0,-280.19027679090993,0,0,0,-255.7839275338038,0,0,-237.89192089719464
seq9307,-261.8705993012979,-282.06372800815507,-255.86969608072354,-276.0317546532867,-280.05621301323913,-275.5245734715261,-261.7824914927217,-260.5070659296319,-281.82409245583483,-283.3272426895124,-301.537725187347,-297.08764757867124,-318.7592405397292,-290.17379008129217,-253.5777194453254,-314.3170259014659,0,-314.3822325333896,-288.7788132653278,-264.4542690435412,-276.26693609627864,-283.7780177130825,-277.6625197620581,-273.4770383317357,0,-323.3489380605315,0,0,0,-345.5676485555658,0,0,-273.4103674715802
seq9308,-228.36637932971814,-226.52714012299316,-229.759168325005,-219.85938660319715,-223.97052106765793,-233.9384773791031,-224.173424134181,-220.99479398304175,-223.68614747743797,-238.18285024583176,-239.22799135878017,-217.562569314257,-230.1981704287331,-228.87986083087253,-235.92119285054298,-221.3676938792589,0,-233.98929479755466,-237.11567916005112,-216.18692347251053,-227.5031928449041,-208.8413270932654,-227.74323378415605,-227.4546699911373,0,-278.2583828097175,0,0,0,-254.7374672429828,0,0,-217.13869423514802
seq9309,-267.4329667605305,-276.12683502051675,-269.04080111077036,-265.1259136454791,-265.4410411748496,-264.60573317964094,-260.41159266133945,-255.19339688326662,-281.12402837761147,-279.3926427151275,-284.3865975196685,-288.55961546691503,-315.82750736887607,-286.57681108298834,-270.0411562794891,-304.5948760780612,0,-309.1940925361837,-281.4560548931879,-257.0054739927808,-267.74238229536655,-275.36084428842753,-271.9595932244298,-262.41693497939605,0,-320.1494226386824,0,0,0,-326.2447818491668,0,0,-269.9687665260216
seq9310,-256.7977231451962,-283.9730924759378,-265.0754641568049,-285.1807299101525,-269.0894684473376,-256.8070774946331,-257.116012589287,-270.80693287258043,-279.1225504753024,-293.2407332701762,-289.11016412123354,-286.33422279193536,-298.3809636787213,-297.30232331498354,-276.1039238462638,-325.1142164690251,0,-327.086529394519,-285.80949664727405,-269.54774832535145,-281.11160973801395,-288.21090426672106,-286.54693091083976,-277.9653685235134,0,-337.53279005872633,0,0,0,-350.0739995273506,0,0,-283.6090498273738
