DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq17401,-248.5302379684591,0,-279.573214628003,0,0,0,-258.67054712715765,-255.0161865291889,-247.0016080713934,-253.6401260680546,-253.4033433353943,-263.5828513360022,-245.20213268137985,-265.5725528762913,-269.277562096619,-302.5119173161876,-273.88637062127935,0,-252.5603054360652,-229.55005422668273,0,0,-269.17441614702886,-259.76682060142537,0,0,0,0,0,0,0,0,0
seq17402,-224.3068122260638,0,-252.68677946874726,0,0,0,-236.65290139330892,-233.10107295947992,-227.818801715589,-228.94148871050547,-235.94774048818675,-242.76405840678513,-224.18332124205972,-243.0797162026657,-258.5487617734177,-262.37728822728604,-251.37401884370973,0,-222.0089757933162,-219.02212792742955,0,0,-238.47049884504636,-245.91508487255564,0,0,0,0,0,0,0,0,0
seq17403,-233.76517406846637,0,-263.37098442041895,0,0,0,-228.3233397492939,-218.51918324894896,-246.2154632181414,-234.30133673653827,-230.92956388409527,-256.6583348625347,-243.5925509462241,-248.97296051050833,-247.03058255065545,-223.10172543851024,-223.79732376776366,0,-240.42017276137886,-230.20916565928152,0,0,-246.32295174052615,-242.8745902074065,0,0,0,0,0,0,0,0,0
seq17404,-263.6449507202278,0,-289.041520455322,0,0,0,-282.56034827241353,-282.1108023230335,-278.75853729848694,-297.71059131010975,-257.8848602829641,-301.6801584430304,-270.62439923996396,-307.8464300212148,-278.4330839578848,-326.1692294401099,-294.577802878651,0,-293.47147605648985,-261.55503058992554,0,0,-310.3209403366399,-284.2168779851058,0,0,0,0,0,0,0,0,0
seq17405,-246.63635635789572,0,-271.57122843833025,0,0,0,-257.81748142100537,-246.2422514108628,-252.73220650935352,-259.7479755767881,-249.35568158424866,-285.8761407929565,-248.76584864521487,-271.9154884441683,-270.1606709592901,-292.16502402489374,-273.5924089723868,0,-257.1259933919134,-243.08489958234242,0,0,-266.91431075214115,-255.47915569352753,0,0,0,0,0,0,0,0,0
seq17406,-279.3816550446179,0,-310.1793756435594,0,0,0,-289.38293695101174,-294.5551210458825,-286.4925264237016,-269.5396052837777,-291.3630138525232,-303.7284900043312,-279.91596559183756,-281.6710753737942,-293.5158480282449,-311.1135669681096,-310.8215123268073,0,-271.8552964347474,-285.527387940057,0,0,-296.9486815786336,-291.45592171530717,0,0,0,0,0,0,0,0,0
seq17407,-234.52399052589098,0,-257.65184063626714,0,0,0,-242.61278435819355,-247.64472932489238,-240.80440232880167,-236.92816140599527,-238.20639627909657,-248.36593098172537,-230.76269779045785,-231.14712465332798,-252.08526693795886,-257.0182066209552,-259.1194050160906,0,-218.56468878552337,-234.78795196206346,0,0,-252.89699630803815,-243.64725852248597,0,0,0,0,0,0,0,0,0
seq17408,-266.5616451798318,0,-281.53068998061576,0,0,0,-279.6855614386716,-267.44617082985764,-272.2681017013042,-263.1472525841438,-261.8831968832383,-297.6468766142272,-269.7740647151302,-276.7502964719566,-279.20155048037395,-309.41751089871326,-294.4522531544541,0,-267.53375634997917,-259.0514151485837,0,0,-290.52460606270165,-262.41578834129433,0,0,0,0,0,0,0,0,0
seq17409,-265.8580693139778,0,-296.8141663462001,0,0,0,-265.37924700766405,-289.9122026300578,-269.07116290477313,-298.5055340684909,-277.7715398010162,-270.252337529904,-270.48275572060635,-309.25629360807136,-299.6248627187459,-318.6076260581189,-282.0327223575835,0,-290.8422678921964,-252.22767003953217,0,0,-304.01070435073757,-303.35711603137656,0,0,0,0,0,0,0,0,0
seq17410,-227.62665539425643,0,-272.3019579698815,0,0,0,-246.52585914205906,-272.96436011260255,-234.0193026623744,-267.23601339952256,-263.36802218907917,-260.14323459117514,-232.8069229562784,-281.28498142168525,-277.4024751095315,-289.710826287219,-249.79944660590274,0,-264.81336648792706,-242.69185050211337,0,0,-278.98109502506895,-289.3586719756467,0,0,0,0,0,0,0,0,0
