DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq20401,-254.44019961386047,-250.74282658701,-251.87011720627854,-235.7343894207403,-261.04498040941917,-261.50985404106933,-248.83781569934277,-256.45326695388167,-269.54200861647706,-251.3598494528444,-263.22370282932144,-280.8764927188871,-292.07984593979484,-248.6042582016696,-263.8936295401737,-281.40530066468165,0,-277.03962157046,-248.73047711838512,-252.0374573791357,-256.2179892324885,-263.50754104752866,-260.0702818036809,-248.29685606722074,0,-301.58362567977235,0,0,0,-301.57938968105344,0,0,-246.64900969343742
seq20402,-242.5701193172002,-266.2227113646697,-253.25749225122078,-274.55147896157285,-261.9165048319219,-267.6849843717619,-253.67711659207995,-249.17922992602416,-266.7820765318995,-278.3792696794391,-290.67515977189373,-255.59255506681737,-283.1501878040133,-284.185562688588,-262.65450544589066,-311.5786229714521,0,-307.08367852717066,-278.9897291662026,-247.22819741425104,-256.42565038097314,-266.07912896777486,-280.70541251216383,-265.61025898623853,0,-324.0004190555454,0,0,0,-326.05552165832614,0,0,-273.24966007932244
seq20403,-257.2998924469634,-273.87201509061157,-266.47239519921186,-283.3797007712871,-275.8936898734673,-267.73657013977504,-267.7816001817733,-257.63370442557095,-269.8909381801154,-283.1461885560944,-294.4104286984364,-275.1520750441357,-297.1014764350622,-291.9469356821223,-284.2496497819914,-300.56284151658036,0,-316.44336954816924,-290.3883595194384,-263.1269522110228,-272.1347933091865,-278.3364350800327,-280.8630865346709,-274.6190336508465,0,-328.3022270481893,0,0,0,-341.1490731866047,0,0,-289.77682731306277
seq20404,-257.9029872071816,-281.4193668671268,-270.47400477631214,-294.4222310108987,-279.02729482880295,-281.4002888773408,-271.52035509296644,-268.9529406900964,-280.4133096142255,-299.1746435895742,-293.9555908396939,-258.7040380152463,-299.8046114077489,-306.76766453288565,-281.1139328012906,-321.3981781384322,0,-331.8720986363466,-299.84035059020937,-265.94895225272603,-277.27136745929766,-286.06753350951647,-296.43273268672385,-284.9933573690915,0,-340.24580114882116,0,0,0,-353.3232957980533,0,0,-299.39045011969745
seq20405,-250.9629442046185,-248.74583195588517,-256.1267578018241,-248.7107080130223,-256.9919426356178,-262.6669615554963,-250.7657048296806,-252.38522725827926,-256.0925588135706,-241.60395355919132,-258.9355675282632,-271.722805170649,-282.5238759877298,-255.64245145027675,-257.4285432637531,-272.8644973376423,0,-258.53487011771153,-247.39379532710456,-247.5341958460947,-246.96544277006893,-258.90258477911004,-247.9371120038077,-241.79212218211694,0,-244.37861271175862,0,0,0,-252.76770049843108,0,0,-242.21755196946984
seq20406,-241.7422920353903,-232.20504560926773,-245.72792029348042,-232.91857120550054,-242.41855581346454,-250.43332799438065,-239.50628392598833,-247.94370303608136,-252.8628860150071,-232.74129449594605,-269.06379729824613,-276.7375556699117,-291.258133270511,-233.9739512416786,-258.82901023158865,-265.84418500405144,0,-272.20674454513596,-234.99762969443717,-248.56087129417932,-239.78501412426957,-247.27050720808344,-239.60794338621844,-221.7907326322239,0,-276.8790648810652,0,0,0,-292.5476006591011,0,0,-237.60410796888902
seq20407,-269.14750147027166,-286.6333576278577,-269.2256435636639,-278.5053269242205,-277.28839865062685,-268.0754436607025,-266.24140044936536,-263.90845635092893,-273.9912442141109,-298.4896340821141,-309.64431036507943,-293.8102558655334,-308.02263088917283,-296.76636138436504,-291.1727491492688,-327.70371707863376,0,-328.3517842678514,-292.69738018978614,-270.243174751799,-280.8829737595998,-290.0440378923237,-292.8672783570369,-281.31488609429107,0,-354.24638754584674,0,0,0,-359.3100466044637,0,0,-282.6640751933919
seq20408,-257.74264222271734,-273.3072000039785,-253.31965228785177,-265.4338087239709,-258.4225837705905,-252.2198481390967,-255.43159270662133,-252.20648249729015,-273.1479481899608,-274.68774560114946,-265.7306952115207,-282.8268289785334,-309.94555546167675,-282.63414930093774,-268.8889091774272,-312.43922692594447,0,-302.87122347635443,-268.25891719814496,-250.16869137680303,-267.28113070454754,-283.641154946267,-270.5179433702578,-259.22156624910696,0,-323.58419821722737,0,0,0,-327.20473184616355,0,0,-266.33729281941413
seq20409,-253.2481050694723,-250.94528954169084,-248.17360751326947,-233.24220524119178,-238.35919725302466,-247.24997734518473,-242.34111656492036,-232.72017238996952,-270.758921559441,-252.33325056234875,-260.59416751129453,-276.794266982235,-299.5786635318864,-247.32076894787957,-256.9443739882797,-276.1729506865904,0,-283.38763447622193,-244.60080981498666,-245.73098571858316,-249.54340283925507,-255.1713870569995,-244.64074079227558,-229.44292846517405,0,-303.0660546203064,0,0,0,-312.4787396631081,0,0,-246.88925124973642
seq20410,-245.9750619768163,-261.3209060452481,-247.72145987973062,-263.28322606178807,-253.87677950380802,-228.81818347298486,-241.5912896886973,-250.3765500197818,-268.1218374344905,-273.4769150908573,-277.60142385149965,-274.5675783968251,-295.72227304373826,-280.9831748393584,-272.34376601085086,-297.8792682816228,0,-306.2312907399904,-261.91618671218396,-251.85042247281655,-260.8247834480751,-270.469482088275,-266.82254233953574,-255.58303182880874,0,-324.3649772224454,0,0,0,-329.57100875070574,0,0,-263.55150207549946
seq20411,-225.7539414999585,-223.38987694149992,-228.33022425827744,-238.96118822996286,-235.76380111835786,-235.72099908333416,-228.1937055976947,-231.4945631836798,-226.9003044972696,-237.98674586362282,-245.79389878701926,-249.9368633542568,-258.30191397604557,-247.37363192991904,-250.13168462196157,-247.78768718398584,0,-268.24883966949244,-246.4274899672159,-226.77896293936843,-225.9331799128366,-233.36631090550668,-236.33607135216116,-230.29596412837375,0,-288.33447663973084,0,0,0,-288.8498498456514,0,0,-242.93223699611087
seq20412,-262.37749779615507,-275.4839581052304,-260.25596444773214,-272.87883774122497,-267.4790132739848,-271.21624232457475,-266.93209306055957,-260.75022451811196,-278.73842058370127,-294.95789378972586,-300.1409996524026,-275.66421238748745,-305.9285753561044,-290.88303803972366,-279.80123430972674,-326.5509944612799,0,-327.7412955992838,-290.3144689122507,-263.8796108253478,-277.4755862696749,-288.39673933452895,-283.2990907075031,-276.47997845709034,0,-347.41393909578545,0,0,0,-345.260179404077,0,0,-275.14957730227184
seq20413,-227.61170221423953,-225.13639791145386,-222.4168943000647,-216.79973703843442,-228.5730206600888,-234.7483111810072,-222.0304397931309,-228.78950659319676,-235.2050272157369,-224.93692512386514,-239.84562019866001,-258.4618393404692,-266.24500665653363,-226.50566931292747,-241.32003354958945,-251.21779587059424,0,-258.8655806452876,-228.28736003450226,-227.37968147829426,-223.30402915701762,-230.77198647197778,-219.6798268628281,-207.3851052998111,0,-265.66021073953436,0,0,0,-283.4767110426562,0,0,-227.74068691187404
seq20414,-235.81240118452365,-244.54572026600061,-238.69143270557348,-248.76010389029236,-235.84148176107934,-242.40218597316743,-232.9501581227885,-229.38469402297775,-236.81682631871178,-254.07935184764844,-261.3205621583217,-232.88939877763136,-239.87987207381104,-257.39767035170195,-255.85255354570046,-234.81943051573847,0,-253.3120905025903,-256.8706164126735,-223.7213456814549,-235.5314149740805,-218.8788650580021,-247.21226923055812,-242.91281302303796,0,-294.4333157290092,0,0,0,-274.07199022790695,0,0,-246.20743587685902
