DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq601,-236.54674311868985,-277.5064341052426,-254.51053546027057,-278.6165494857254,-249.63381636097978,-262.3964396790181,-258.59365351616736,-251.9222692424721,-269.8180881594015,-288.9387144664943,-271.2049043206096,-263.3190288546378,-286.6644536766357,-289.3427817529224,-262.1291138086615,-310.3201281556552,0,-319.2899624829781,-287.8586086794117,-251.83418255960777,-271.3315158980824,-274.9015533132225,-284.0831636637655,-273.18501995219043,0,-326.5315040794807,0,0,0,-346.07328395568703,0,0,-282.4907358846779
seq602,-234.19601938672776,-232.55659226962405,-242.83225521113712,-229.76296649357792,-234.54962117287363,-249.4058937431402,-234.19690957194734,-237.28306939709725,-236.3993475563798,-232.22802421496917,-257.1718673769645,-260.32596748458957,-261.52690899602914,-242.6311088626929,-248.16836034857988,-249.11954769182168,0,-262.10207951714165,-239.60322211090275,-234.71033528239587,-227.5206641389258,-237.0900947542077,-232.8249463842901,-226.738241952922,0,-275.19629671072425,0,0,0,-288.5095584923355,0,0,-238.6611676055866
seq603,-236.18730994447728,-236.26280873928627,-235.77628038076838,-232.05549508297864,-233.0317993482983,-238.62505965087118,-236.15853723794808,-235.17563280585017,-246.13797716436355,-241.5919544815627,-255.66653399876796,-261.45513886275944,-274.9230153679565,-236.7988614011584,-251.7448489538104,-249.25059813369654,0,-267.86610350069975,-235.18716559074818,-233.24626664966513,-239.0278200513609,-238.60089494076965,-222.30617378391142,-225.55391569466016,0,-289.24119735996936,0,0,0,-291.3841471131243,0,0,-236.38021886491856
seq604,-241.7038025222128,-260.22752387674643,-234.8710436693251,-252.5482024436666,-254.32400187603696,-266.88789149843257,-247.74498048692044,-237.06643533552025,-267.2596644414672,-262.05945566801887,-256.775047748092,-259.99874862504726,-290.2271478739086,-270.773265263482,-227.7318843049613,-293.1163291053834,0,-281.04685448896294,-269.3930441170565,-239.97148014842523,-244.60659749989082,-262.9604756618054,-267.95261561228705,-254.47197539551985,0,-300.1344111860147,0,0,0,-311.6313203147185,0,0,-259.93086736095023
seq605,-259.4504378994598,-271.67975525125263,-248.83655652119774,-272.9008257310928,-266.01293536609074,-267.4215519614757,-263.8398567026866,-255.4877000748692,-277.50833554284765,-284.90453674881826,-283.1248058108635,-283.3648308397769,-310.06946811306227,-290.05272980825004,-258.69738823351463,-322.0362595029863,0,-318.8258897980185,-280.1769802323863,-250.5842245621971,-274.4364460853523,-286.1676352856459,-274.6543144667954,-270.509416675361,0,-333.677640369293,0,0,0,-340.60980513789536,0,0,-274.08011342056056
seq606,-236.60115380082627,-231.0699273329619,-236.7612617895056,-224.5557614094933,-232.28590098294606,-246.84130422253818,-232.66531414361708,-228.09880749426137,-250.75304906034185,-234.88612940480135,-245.22151849209067,-250.85366340776588,-278.6875503494528,-241.84457148616903,-251.02322424149148,-253.82344711215546,0,-264.29659482798405,-236.12643930224633,-229.78946107321136,-231.48974080812525,-229.73756384632117,-239.06130806486848,-224.03733827680634,0,-285.16237117522894,0,0,0,-288.9377418858476,0,0,-235.49067637538022
seq607,-236.26622654337055,-227.14851360413655,-233.97778537634636,-228.41456953030251,-235.95355621428493,-232.51730414645897,-231.35718246107095,-234.63230136107057,-244.97267973781837,-233.87726423003394,-258.0676875059483,-257.77275927924717,-281.5739986379206,-250.21080908958507,-234.1911508147273,-245.98192104034405,0,-263.7987398688158,-232.09164242174148,-234.27988237911484,-231.10763201655504,-234.70921613167175,-229.6425259326895,-224.87696183794534,0,-281.4704615611911,0,0,0,-292.7078187175099,0,0,-234.4175063516318
seq608,-251.728670470351,-247.89427092113016,-251.67737858053633,-223.46251364191372,-249.2493354187653,-261.72572536846985,-244.96732686137872,-249.80788708075744,-261.54197166681166,-253.31444937598187,-269.6372105445993,-283.2907603218986,-295.9438056252185,-240.98526789961613,-257.0769731684866,-284.70104674839985,0,-288.5369133987381,-245.96615926547605,-253.5651534298577,-250.9622506007844,-257.90639194292805,-256.24727048325076,-238.89527092043582,0,-308.9850280202662,0,0,0,-310.3888303480433,0,0,-242.6317661518016
seq609,-266.49900448907147,-297.5937280676373,-268.80187098280163,-299.84928243549774,-268.78883168065624,-275.93224307278564,-280.13126833254694,-269.70905297543015,-295.8092387327194,-316.18360353187364,-306.1158736998178,-282.81067039403115,-319.59484346076437,-321.15862728386645,-295.9869275774703,-334.20786693666656,0,-342.85798554033397,-305.92103670947205,-264.19251923513593,-293.5667689309693,-293.92967406378955,-304.3083971027669,-297.2132697539363,0,-359.1976313044398,0,0,0,-368.12918513958493,0,0,-300.92905081172586
seq610,-272.5210784805245,-260.9587539929411,-269.329323038024,-257.6371684908306,-271.72637396941013,-275.5716268657105,-268.1604962682146,-280.2055997756909,-284.9939744032402,-266.0401806020171,-290.5651988454327,-297.41779507255023,-317.06952714254686,-272.43305939373624,-282.72895847002286,-282.16541953512177,0,-295.21607190814643,-262.5519650543582,-268.78401752130014,-274.0817841099251,-275.59084004457077,-263.23646507559357,-263.8917389198983,0,-316.02165351007216,0,0,0,-324.6343536124347,0,0,-263.6175642080938
