DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq9901,-263.70199960407973,-276.7111171401409,-269.225008582314,-287.77762911234413,-273.5923237882951,-269.94559459683734,-271.9344774883775,-267.0502667746269,-264.75161323718123,-292.0779699979471,-306.3558369958736,-290.88752541266,-294.78624412353076,-294.9150961845081,-287.1092279455616,-322.22817554478854,0,-327.324695008266,-292.7168799792605,-267.6086747303644,-284.9469039072056,-294.4758338539123,-286.8350292156435,-280.3281161941331,0,-342.6680752161157,0,0,0,-351.1867738068193,0,0,-289.44442320748203
seq9902,-323.12249548025216,-330.03465075370406,-324.4266668456844,-304.13762840065573,-328.56226196878066,-318.5516013866123,-321.8699652648882,-321.34220985487923,-331.49100015344567,-321.187523073685,-338.2623334353923,-332.9844793642942,-338.30262119620977,-319.7967209825692,-328.9464186623394,-339.0986743207087,0,-339.30157884562436,-310.36219523516814,-318.5775520534636,-322.3558453236108,-330.3655909052791,-326.20001007378966,-319.5603355365039,0,-344.23579653803284,0,0,0,-339.50360189705964,0,0,-314.78655209254634
seq9903,-249.133174945846,-258.5087217939574,-255.99285190337307,-268.74528309604267,-253.3233466430184,-257.7704801453982,-246.75059553922668,-250.3049202009585,-264.76469090383154,-277.1080687117055,-282.72095188742935,-266.2519836062744,-290.54952943466475,-278.4043238021412,-256.3308984331646,-300.50647285088246,0,-308.5631112538296,-269.37219320750296,-251.06349383608566,-256.77624184696623,-264.1881575078221,-266.5158019340273,-256.1170864076791,0,-323.2790687022638,0,0,0,-336.57280093725615,0,0,-267.206029114574
seq9904,-230.78593805836599,-234.8298553774783,-238.35281652034718,-248.05078619072313,-238.10361731433917,-247.49717944256332,-237.31761108808612,-235.00638002037394,-244.9741644858064,-247.80802760954916,-240.5003204620721,-247.30202965124283,-254.8114601356629,-252.62952362900913,-253.6860512586598,-280.74120602022657,0,-280.3120432861007,-253.17106964272682,-238.47334212745687,-237.64216333541557,-249.8524850859613,-247.44794920301385,-236.3843975478859,0,-287.7249572994661,0,0,0,-305.6735467589781,0,0,-251.06300648770394
seq9905,-238.7094442730298,-248.0810718264294,-233.72430244054712,-237.52331977670016,-228.6284630969719,-249.13089647971225,-237.15976728454842,-230.97987379859697,-253.98331687344174,-242.79646334901236,-223.46083006450277,-262.4126672278424,-283.9157637249842,-249.47660600740053,-241.57222897297345,-277.2260148574177,0,-271.1894679825888,-243.0780280833598,-225.00826244533982,-243.25554820495427,-244.11052175871384,-243.43657796398472,-231.74699023294187,0,-289.32967673157424,0,0,0,-298.1390554297893,0,0,-241.47574937408183
seq9906,-228.01561299770776,-242.6030014110144,-241.81194287556482,-254.77640705799763,-245.0871333135438,-237.4893585004793,-240.37606279317933,-236.07911646876593,-236.85076818121607,-258.35983958162694,-261.87649761618553,-255.08458342651315,-273.61235122461756,-260.0609096907281,-253.23756424390015,-284.52269701475245,0,-296.36532156017086,-264.25303513011676,-233.58174218359474,-245.10250202266786,-255.86886194915837,-250.16399929849158,-247.60535258122042,0,-300.81511301725266,0,0,0,-317.90210991039913,0,0,-262.1470238601418
seq9907,-249.6760364183893,-241.77363151082506,-249.5781478365375,-243.8753787212895,-250.96567050975892,-259.548227117777,-239.9679317977848,-246.00053313713806,-255.63671813267058,-249.85648180298455,-256.06628168995246,-271.9497445735571,-287.1712877600562,-254.98488442564144,-268.94682991475497,-279.72478517893126,0,-284.24395630966626,-251.36971143799715,-246.58743423262206,-251.06703972031505,-253.122130089213,-242.3333906519247,-233.20533789352527,0,-291.22630050512623,0,0,0,-315.7385141778375,0,0,-243.89510416553614
seq9908,-251.06216517741746,-249.86000617506986,-246.05708484596377,-235.30773162607022,-254.8413309503579,-253.1701994172584,-238.97142130935183,-247.81127906042832,-255.77016948831172,-252.31231351148529,-265.6095662193244,-275.99564296887814,-291.266773503992,-259.4003355698074,-261.30368740144974,-280.0745579661505,0,-282.6009390488132,-251.08716122424542,-249.79790861930056,-247.35718517422393,-256.2356268320451,-242.3143115202255,-231.32055210542518,0,-295.57835260550576,0,0,0,-314.9445218725698,0,0,-244.42660262907836
seq9909,-237.15523859939714,-263.08220485473396,-236.6024420209039,-263.58138811375255,-245.6905556287592,-261.14603125219344,-248.69865307978486,-238.70440308802264,-270.21983275240655,-272.10050458208786,-284.2699369311491,-280.55072404345077,-295.5028905418798,-282.69600760330775,-182.93916651058802,-315.38036287004746,0,-303.71474534908964,-276.7694059295022,-247.0850015708944,-263.33913895868136,-276.3121308044277,-270.01717199518663,-260.2910890497072,0,-318.4977068152554,0,0,0,-328.02450585148335,0,0,-265.25949954108665
seq9910,-239.11018869831904,-231.2315633505594,-238.539219310872,-227.31850010420774,-232.9914780228764,-236.31293098353245,-224.47008175858633,-236.4773022063745,-241.8467902441036,-236.668213591914,-261.0409627194512,-265.4537899999473,-276.863541954161,-249.25670685645332,-250.1917915844403,-262.3410875793614,0,-275.2362625209835,-241.09634688623836,-230.70018437120578,-239.5486784267504,-239.71738122624873,-229.9974327161377,-220.22683889297738,0,-292.527153325665,0,0,0,-301.4974823436958,0,0,-236.94122476868236
seq9911,-274.0915169164879,-278.20371055651026,-273.50028696007456,-251.45462154556415,-278.4666352682565,-282.12984205993854,-264.72440400897233,-267.7820102516529,-281.5684479656896,-259.0616138959134,-301.97492125423753,-299.4745502683578,-321.42789130265874,-280.26440237138434,-282.1029734462647,-311.658272433206,0,-296.85570002379575,-254.12814486594118,-272.8600817421476,-271.14003098571976,-278.31055281564625,-269.17771027171335,-253.56945715148993,0,-313.7802660795837,0,0,0,-323.52601880172676,0,0,-246.3257858444298
seq9912,-265.3971304226542,-288.8230462908948,-259.12134908583545,-284.6391935454391,-280.6834269026494,-272.7251746671028,-274.7463202896472,-267.1874913699319,-293.0013346572283,-298.5764012403039,-301.17487734768366,-295.283395828239,-320.4945406927839,-303.876664375918,-270.4109595350995,-329.16607332798134,0,-329.32917444864626,-296.30815927348385,-264.63652222125086,-280.6895060125017,-290.61699371308964,-288.34762697234174,-285.59031241195345,0,-357.4609761321877,0,0,0,-359.1776251544391,0,0,-283.0463831386659
seq9913,-248.07666106959257,-273.44092452076376,-249.31453712885815,-267.08092070967626,-257.42349259323026,-242.11010237504394,-241.9009289543253,-251.6657843273462,-267.97576586619937,-270.8061367321363,-281.4828932274478,-280.46777369337775,-290.06619858705926,-285.389285277927,-265.68074216647557,-305.55911205944795,0,-309.2247533355412,-270.26253390914076,-254.92946664990546,-263.3605052764739,-277.3537998260176,-271.97471492150436,-258.0336898384328,0,-318.0152977801607,0,0,0,-332.52405166510835,0,0,-268.97083368888303
seq9914,-277.50123535422745,-297.3102444715816,-274.1057675185,-300.047368494305,-288.80760938383435,-295.8266470779045,-280.68019603023225,-281.603736446646,-302.4685431781995,-310.1902207779443,-301.3751423787341,-302.77659546812725,-335.63940811442967,-314.00752738951013,-285.9512955969771,-344.6980326086461,0,-342.499710375811,-304.7852866860694,-279.3784647492015,-296.1936605637707,-304.5294292216234,-303.9262385889957,-293.2069154012188,0,-354.9074797837594,0,0,0,-363.9505493274227,0,0,-302.0770706571648
seq9915,-530.9380825021415,-550.4765501493837,-525.0005637668845,-551.8262347512521,-539.4082907850621,-548.0924232694872,-544.7696905625618,-529.9562076945007,-532.3098638283255,-550.5471013242395,-562.2501413658251,-537.19564583929,-540.5168888754082,-562.2482559136237,-525.766999350249,-543.4112336380343,0,-556.277508928583,-559.9334192892389,-526.6320239581213,-543.6634763606035,-524.5400701518245,-539.1027310153097,-548.0589724594888,0,-593.7617817128761,0,0,0,-564.332313192705,0,0,-547.0259525534026
seq9916,-254.04406743911593,-282.74668126641063,-270.2613157329748,-291.4153862409203,-273.0095240493459,-252.0158284120028,-263.972805587963,-269.53278261211403,-269.296707466069,-295.01056579892304,-312.4287448996567,-293.84626756682155,-291.2871157033691,-296.99958141999275,-282.9977182257357,-320.7975022496175,0,-325.33597341285963,-286.0764210861969,-264.4090454134839,-280.09741828736685,-289.9213223921919,-294.7270430818157,-281.20167341415043,0,-341.1559776847975,0,0,0,-347.17028181791875,0,0,-289.731847518649
seq9917,-247.1626731907229,-242.86067050185605,-249.64124709474015,-253.24271390960232,-240.29356677938952,-262.5102752790748,-251.33500218585593,-240.35261292904815,-245.21532613085486,-254.99305917764957,-267.2230294110435,-253.67734301946558,-220.96418646877572,-261.8480966345099,-260.61345302829574,-246.86190173389184,0,-237.24870854171556,-265.3884488567271,-244.2166069254031,-248.0510085134579,-233.34373438956024,-251.5710241341673,-249.3975354463656,0,-298.5160263975309,0,0,0,-269.4599544277157,0,0,-254.32278047563224
seq9918,-249.18832830029112,-247.3473130159503,-246.91929005424598,-244.81239914351468,-248.92180939218568,-252.74149292875842,-245.25826699177503,-242.80122403116704,-261.145358715586,-259.2560748248437,-274.48998794052557,-270.0758793602331,-301.70762623606464,-262.0203690676058,-259.5807290428983,-290.18618692859206,0,-289.58719687691837,-257.47408955965506,-244.500773580659,-243.99995510739998,-249.92780781525,-253.045835039072,-241.21069394437626,0,-315.44205985093856,0,0,0,-326.1532125281517,0,0,-245.7242803346635
seq9919,-249.0737023091206,-276.0491378999371,-255.62834712552103,-274.41194436421154,-257.9162187931352,-273.09153458479307,-261.72464451185033,-254.56852941209374,-276.06276607318296,-282.9595313470431,-277.9104597403111,-263.7400093645294,-296.54595485964194,-287.2837382325977,-265.99146138786415,-311.4727945588856,0,-314.9158835755916,-289.29258448889806,-248.41876624951934,-268.47683304865535,-274.0824992342905,-282.8834313055323,-273.7123371853093,0,-329.42027460506006,0,0,0,-343.30771408793584,0,0,-287.38009457383254
seq9920,-243.3180724618701,-228.34349210575084,-240.90345906263943,-225.80419995774662,-245.23544284526722,-251.650651577744,-238.0521959109419,-248.03564969054017,-251.56673241832686,-234.93062935332577,-260.5611023646456,-272.13680934980226,-280.2552897892219,-247.07870004831065,-253.3453105360756,-265.1265808130007,0,-259.99973403856103,-220.6946151703275,-240.59275692579598,-236.64864585468743,-244.4007444194288,-227.46647354449365,-227.8366631003639,0,-274.00628788841766,0,0,0,-294.81673685561617,0,0,-231.16748388937262
